V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,738.6771073442737,8.837005997130087e-5,2.7252290500247024e-4,0.0010306487873306337,556.6960698312713,0,0,0,0.695579028606878,1,172714.21328048545
100,1e-6,1e-4,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,658.3811642478267,6.696088735164531e-5,2.469605568724355e-4,0.001005652052384794,573.6027168272295,0,0,0,0.5238209987469795,1,212968.75387352408
100,1e-6,1e-4,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,306.4775271720282,6.171157791401403e-6,0.0043240014878630035,0,1243.0774999999999,0,0,0,0,0.3809699375893644,373563.5732219839
100,1e-6,0.001,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,188.49061019342847,1.4944214261848336e-4,0,0,1243.0774999999999,1,1,1,1,1,656639.834470955
100,1e-6,0.001,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,188.4859633307896,1.4890399535726095e-4,0,0,1243.0774999999999,1,1,1,1,1,656653.5624516688
100,1e-6,0.001,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,188.08052678009872,1.135952342338448e-4,0,0,1243.0774999999999,1,1,1,1,1,657838.7050863967
100,1e-6,0.01,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,2592.7239491813434,8.108353180735904e-5,2.6682531041672606e-4,0.004738716777463209,335.25690699332733,1,1,1,1,1,25217.607483288662
100,1e-6,0.01,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,2592.757162479457,8.109149021421491e-5,2.668240069429521e-4,0.0047395053540916525,335.25461090929514,1,1,1,1,1,25217.606655113683
100,1e-6,0.01,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,2592.9920441505283,8.129495189486138e-5,2.6687206240428305e-4,0.004754736091222706,335.2551970053954,1,1,1,1,1,25217.604263729325
100,1e-5,1e-4,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,617.4051429297244,1.4973404498444182e-4,5.844398394476394e-4,0.003237849519246721,577.1619772192065,0,0,0,0.08101101830656052,0.7200553809766107,259396.11010599555
100,1e-5,1e-4,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,613.3462178030395,1.3048619746440412e-4,5.315695182025713e-4,0.0032461712536849254,575.8243212669233,0,0,0,0.06414777173068989,0.7286466199190931,265176.0382133156
100,1e-5,1e-4,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,627.1096678942581,8.587110352298476e-5,5.501528185156863e-4,0.002467056442671146,588.9220447420164,0,0,0,0.16875945452869526,0.8614591022264573,237614.50315066535
100,1e-5,0.001,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,2592.8380365051853,8.117832758926813e-5,2.66847410786148e-4,0.004745859510748232,335.2567327456948,1,1,1,1,1,25217.602461756673
100,1e-5,0.001,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,2592.967760371538,8.122434840823703e-5,2.66847567639761e-4,0.004749897900087359,335.2495018241868,1,1,1,1,1,25217.602155482466
100,1e-5,0.001,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,2592.8987081901682,8.118795632032083e-5,2.668433000363755e-4,0.004746963501941505,335.2520473291436,1,1,1,1,1,25217.60218641283
100,1e-5,0.01,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,3233.5728627226686,1.792899682507476e-5,7.142911174540465e-4,0,270.81234101653644,0,0.048434080604485695,0.3212531382244125,0.24461039925980257,0,15720.751494359622
100,1e-5,0.01,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,4808.993319632626,5.1481916805053306e-5,3.918993316457955e-4,5.302227613089935e-4,235.35632467112166,1,0.8275998569354911,0.6036565233759206,0.29337655751362723,0,13193.476895379932
100,1e-5,0.01,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,2448.7943333258936,4.099449750725301e-4,0.015144974815296424,2.024116737451648e-4,355.7720678044195,0,0.002870720130809723,0.26542827385385637,0.17962343348525656,0,23424.439890526446
100,1e-4,1e-4,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,2592.951162838654,8.120622804538156e-5,2.6684234307227024e-4,0.004748636169085029,335.2487754161842,1,1,1,1,1,25217.602070669633
100,1e-4,1e-4,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,2592.964153103865,8.120553203976314e-5,2.6683968652266245e-4,0.004748663032379872,335.2474494142399,1,1,1,1,1,25217.60208597669
100,1e-4,1e-4,1e-4,248.6155,0.5,0.5,0.5,0.5,0.5,2592.9220316504766,8.120004891758764e-5,2.668438454707796e-4,0.004747959548098642,335.25101040879275,1,1,1,1,1,25217.602068016906
100,1e-4,0.001,1e-6,248.6155,0.5,0.5,0.5,0.5,0.5,4159.730194688788,2.597780385297182e-5,2.658789104888596e-4,6.040727627805424e-4,251.3040902926285,1,1,1,0.6967584017008625,0.36267365107014926,13586.903448389896
100,1e-4,0.001,1e-5,248.6155,0.5,0.5,0.5,0.5,0.5,4129.672704456353,2.543171381235322e-5,2.666820952704536e-4,5.854499467216851e-4,251.88464989185857,0.9454829615693364,1,1,0.7001415354101252,0.3629347551680479,13580.653468004488
