V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,2396.669882131113,8.824767569917723e-5,0.025172272114954982,1.290353034301959e-4,342.862916980908,0.060471908753709835,0,0.2006523026130717,0.4170523518989547,0.42429680203559617,8825.098242032864
100,1e-6,1e-4,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,1525.0435364876203,2.725719118947798e-5,0.025344543174524156,6.148108859670327e-5,537.314559671735,0,0,0,0.28935257787407526,0.5558474913091217,35444.56656138184
100,1e-6,1e-4,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,507.6276736708556,1.2199915392084773e-5,0.007921907609067462,5.464622253003224e-5,750.8389999999999,0,0,0,0.11155638101926353,0.5990375625548605,91409.308268005625
100,1e-6,0.001,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,212.89039450285892,0.0028646659778391267,0,0,750.8389999999999,1,1,1,1,1,253940.95883277382
100,1e-6,0.001,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,212.88427280618018,0.002721928643253108,0,0,750.8389999999999,1,1,1,1,1,253947.68440142187
100,1e-6,0.001,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,429.0228124922545,2.0567785958557458e-5,0.0058182311927893245,2.5876225421978455e-4,750.8389999999999,0,0,0,0.2919219384665465,1,97363.15336546638
100,1e-6,0.01,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,2431.190891697282,3.197037663655581e-4,4.381062661347685e-4,0.012739138157460347,215.26601449367038,1,1,1,1,1,10868.99754502718
100,1e-6,0.01,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,2419.8367557690763,2.861236790050408e-4,4.3943965405878344e-4,0.011218193367697395,215.7638700236298,1,1,1,1,1,10873.645303291072
100,1e-6,0.01,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,2431.8098822777933,3.412743349189856e-4,4.38916993603425e-4,0.013624594600962448,215.35846492128715,1,1,1,1,1,10867.822338161226
100,1e-5,1e-4,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,558.8189243026376,1.6684120659675228e-4,1.0785131370597143e-5,0,376.33672162915775,0,0,0,0.14053361419428242,0.843275032341776,129029.46919443671
100,1e-5,1e-4,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,599.541009439016,1.6291561838700712e-4,1.276736744166818e-5,0,379.593373623846,0,0,0,0.5076965485186692,1,110136.4759543952
100,1e-5,1e-4,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,526.8940447925829,1.3033213671661284e-4,2.8576713774326816e-4,0.0034279139579107094,373.5710861900165,0,0,0,0,0.7028208235893438,147124.7190630301
100,1e-5,0.001,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,2435.833038679663,3.639032709127533e-4,4.3871819445439014e-4,0.014613439848892785,215.21681146737038,1,1,1,1,1,10867.381205593883
100,1e-5,0.001,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,2435.316282665016,3.59316560084797e-4,4.386851974150878e-4,0.01441738062997999,215.22731474428812,1,1,1,1,1,10867.408449919829
100,1e-5,0.001,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,2435.9787220020257,3.6535225332630817e-4,4.387322714156638e-4,0.014674924825444946,215.21464227489213,1,1,1,1,1,10867.377919084658
100,1e-5,0.01,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,2292.8605235287496,5.330372650939684e-4,6.792547278757859e-4,0.008459237445034358,232.35057067884637,1,1,1,1,0.7798973361455248,7754.046769544447
100,1e-5,0.01,1e-5,150.1678,0.5,0.5,0.5,0.5,0.5,2292.780013629567,5.331503647670429e-4,6.793231990434164e-4,0.008459974495110729,232.35652088871998,1,1,1,1,0.7798829275507483,7754.046788059161
100,1e-5,0.01,1e-4,150.1678,0.5,0.5,0.5,0.5,0.5,2292.853908067309,5.330473905919677e-4,6.792603551613605e-4,0.008459313178656978,232.35106116465357,1,1,1,1,0.7798961830941726,7754.046770733444
100,1e-4,1e-4,1e-6,150.1678,0.5,0.5,0.5,0.5,0.5,2436.065032113837,3.673872705465777e-4,4.387845780220227e-4,0.014759222264140857,215.2192872111001,1,1,1,1,1,10867.377378007803
