V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
100,1e-6,1e-4,1e-6,138.493,138.493,138.493,138.493,138.493,50.96621691249311,1.9027407187968493,79.77034008130431,23.621545108035207,102.17280842363834,983.1313716309328,0.007718615085776775,1.6291483338210796e-4,0.030245747025778074,433.65180494471446,372.170279910575,314.3188376878646,279.0989172525501,270.2139144881626,372.92910718646624,347.36861502937853,340.4716180100334,315.8738601115516,274.5009269775409,37642.204751302
100,1e-6,1e-4,1e-5,138.493,138.493,138.493,138.493,138.493,100.00884407199919,87.19890642911196,5.444156304001808,81.76125286146998,62.43280280381441,918.6104274636764,0.007110254061406354,1.6290971280562958e-4,0.03484179556865154,460.78231820026804,392.6990683501316,327.6453306801167,286.1190086878849,272.0897096641219,374.6359369110121,350.891072288695,347.41920809536003,327.64509169155974,291.65097350309713,37934.08552245363
100,1e-6,1e-4,1e-4,138.493,138.493,138.493,138.493,138.493,30.12210862711072,96.65650335140526,16.11732599325478,112.16990944929421,86.44492730498314,1477.6845849089202,0.014074325176569202,1.6239661188759068e-4,0.03008939265892171,306.7254246102329,275.9885761453909,251.35317128013872,244.0180556064406,255.01938302521154,356.64525958403436,319.39775461516683,292.70544902988837,246.6177000763118,191.44936433980058,35449.251567891326
100,1e-6,0.001,1e-6,138.493,138.493,138.493,138.493,138.493,22.250145943835378,40.76144308783114,37.88775874301791,75.04191703163087,87.95690626837313,370.1383023546896,1.740237564745796e-6,2.2785201620213074e-4,0,889.5175022881944,779.5577055036803,609.9342597738886,444.39693652326434,319.6049530664972,545.9062100863449,465.5040734689155,452.0745714240651,464.9978349528108,498.8803555031586,35793.20991386617
100,1e-6,0.001,1e-5,138.493,138.493,138.493,138.493,138.493,54.98121474869549,13.874939326196909,40.306546641513705,42.83937804400921,46.866437550634146,316.90362978152854,0,1.6227142617307287e-4,0.014930072818551786,1243.006663169915,1011.6361966982068,714.7635004190166,468.8110851463262,304.98402844748296,420.574058967256,388.39169963736714,431.5328057044522,507.5631856558178,622.8309527819713,40973.70399907771
100,1e-6,0.001,1e-4,138.493,138.493,138.493,138.493,138.493,106.50739492848516,85.16322199255228,54.86428655683994,37.86675726994872,23.43733468092978,100,1e-6,0.001,1e-4,138.493,138.493,138.493,138.493,138.493,106.50739492848516,85.16322199255228,54.86428655683994,37.86675726994872,23.43733468092978,2e64
100,1e-6,0.01,1e-6,138.493,138.493,138.493,138.493,138.493,107.02551302500069,107.48067665845156,91.80829798802733,96.75330938771367,58.296812027692795,2051.3253726087723,1.1114826930402919e-4,0.0037954036503387,4.895849974430052e-5,253.77856877500173,246.64972978065262,244.4814879151231,254.93486863785785,280.55221963292246,358.65412898122736,291.84255669001647,233.683269076804,160.4242761355518,90.29917176733578,13849.846038658243
100,1e-6,0.01,1e-5,138.493,138.493,138.493,138.493,138.493,10.388377457857132,57.27716370485723,1.403485368937254,78.75934207811952,100.33688555471599,2051.3254307118664,1.1114825749495724e-4,0.0037953892754331153,4.8958432283075466e-5,253.7783631231804,246.64955251110214,244.48133625725802,254.93473939039498,280.5521097476521,358.6543650216239,291.84272184484115,233.68337950028226,160.42433258709931,90.29918905260453,13849.846038240323
100,1e-6,0.01,1e-4,138.493,138.493,138.493,138.493,138.493,14.418106991797686,15.779465613886714,20.67836193367839,1.9398054387420416,44.01474446989596,2051.3260234716545,1.1114833924292805e-4,0.0037954056096862992,4.895851918924433e-5,253.7785185915102,246.64969076821905,244.48145961217767,254.93485106624584,280.55221019576413,358.65409973625526,291.84251816180534,233.68322831839308,160.42423498220293,90.29914330259736,13849.84603872502
100,1e-5,1e-4,1e-6,138.493,138.493,138.493,138.493,138.493,113.65382577292621,77.33869613148272,34.84838602133095,118.36586566641927,63.82226516492665,360.06802924767055,0,1.5945204521836635e-4,0.023123090481284563,1478.8524880149641,1037.6773628139804,643.5144841918316,399.32648867565445,264.34458206870596,230.81927039322056,288.39946083260213,417.1464779781562,552.4575313419663,687.9150552652119,42906.50258785596
