ka1_0,ka2_0,kd1_0,kd2_0,ka1,ka2,kd1,kd2,SSE
100,1e-6,1e-4,1e-6,2732.995919235255,0.005555821833540013,0.0066611768846850244,0.008918621269940622,20226.62495052874
100,1e-6,1e-4,1e-5,2696.8083465812047,0.009119535329983606,0.007363812276370121,0.013319232280447738,20211.752773466516
100,1e-6,1e-4,1e-4,2728.017505326092,0.005916639952557218,0.0067443801338776446,0.00938430293206462,20224.531632871618
100,1e-6,0.001,1e-6,2831.2576944141833,4.144780398122048e-4,0.004623422526399875,0.0010437106532645735,20008.077719142795
100,1e-6,0.001,1e-5,2393.8764587008195,7.888185668041829e-5,0.0045682467841892315,3.319700040729519e-4,16691.209162184634
100,1e-6,0.001,1e-4,1876.010982319454,4.685050408136736e-5,0.004306521121086679,2.9814209748471636e-4,15877.238852255465
100,1e-6,0.01,1e-6,67583.75777371539,0.002042153717548912,1.4769613710798296e-4,0.011170929298530086,76383.15643373878
100,1e-6,0.01,1e-5,63471.53688433618,0.0022348445574587902,1.512116840469124e-4,0.013091466538837221,73596.89655979516
100,1e-6,0.01,1e-4,2741.741166299063,0.005195306094081048,0.006491429486289228,0.008571436621532185,20234.160217636825
100,1e-5,1e-4,1e-6,5381.743427626501,6.128132922223633e-4,0.019436477850053882,2.8698730855710814e-4,137495.80673381776
100,1e-5,1e-4,1e-5,5886.356764471614,0.0013403127413909826,0.0144990018223506,9.771083424986297e-4,199713.76495625958
100,1e-5,1e-4,1e-4,2824.6998900662757,0.00157739669185033,0.011584449927571528,0.0015546337720885137,125176.5824542362
100,1e-5,0.001,1e-6,6358.390422602142,6.320883308612936e-4,0.010871561365038642,3.981935409636333e-4,162326.54935098015
100,1e-5,0.001,1e-5,6359.5168715625205,6.315345998515169e-4,0.011059530970611652,4.104753700354414e-4,165684.91042089777
100,1e-5,0.001,1e-4,6227.29837291698,6.47088249675118e-4,0.03729123186439785,2.1380667816334623e-4,138524.17427313954
100,1e-5,0.01,1e-6,1848.9434456754657,4.169760688537513e-5,0.003454994614517844,3.0468345352468925e-4,15774.721511994427
100,1e-5,0.01,1e-5,1848.9468123404254,4.169753982760003e-5,0.0034549634347836975,3.046837245668605e-4,15774.72151716155
100,1e-5,0.01,1e-4,2697.1489929547556,0.00923686419855371,0.007353592052000103,0.013505900824152447,20211.415244590124
100,1e-4,1e-4,1e-6,100,1e-4,1e-4,1e-6,2e64
100,1e-4,1e-4,1e-5,100,1e-4,1e-4,1e-5,2e64
