V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
100,1e-6,1e-4,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2217.652337889229,1.0962935455422373e-4,0.005059012089188222,8.189807353983981e-5,678.7100266301278,611.6961442647294,592.4175938480627,624.1184857174624,698.9629786488827,1,1,1,1,1,23274.457745037234
100,1e-6,1e-4,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,5859.893658804376,3.0509125939918595e-4,5.535910402353115e-5,0.1,273.2208247008621,260.78304606892965,268.4758591533328,295.6136320559506,337.5218406592808,1,1,1,1,1,49184.37564551549
100,1e-6,1e-4,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,474.0782025929893,2.637583919455392e-6,0.010605160687954768,0,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,0,0,0,0,0.09674541313131382,2685163.3365100916
100,1e-6,0.001,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,546.6738787576152,2.8991272653079228e-6,0.013930084060580387,0,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,0,0,0,0,0.09361032794791577,2662471.8891232484
100,1e-6,0.001,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,544.1773431074334,2.8914826637216527e-6,0.013815033502689332,0,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,0,0,0,0,0.0936911510533128,2663139.6859952244
100,1e-6,0.001,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,479.4927148944144,2.659605513044589e-6,0.010837070355410802,0,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,0,0,0,0,0.09671526753173482,2680931.7348798676
100,1e-6,0.01,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,423.94110653542987,1.7240917576342315e-5,0.019488508060805997,5.802617633022726e-5,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,0,0,0,0.192651901807676,0.6650874097473217,1561925.7106644965
100,1e-6,0.01,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,776.1328971526762,1.4891556986284074e-5,0.00515860648968716,4.769430095818354e-5,1738.1325000000002,1408.0034448756562,1110.2560032768586,860.3482291191343,706.7149364184176,0.0657136628866783,0.23581239545906738,0.2366656686175696,0.09594286537135205,0,22077.966594388454
100,1e-6,0.01,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,737.4232530725327,1.3702798142080422e-5,0.0015108839604000117,7.924912605691618e-5,1738.1325000000002,1365.8455008741957,1096.9939426849007,691.9672881271124,859.7013093348376,1,1,1,0,1,35053.85887604721
100,1e-5,1e-4,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2175.5930052680214,8.45353412699163e-5,0.00538604911003403,6.862360383935e-5,714.3992789786316,564.210283085407,534.1590664505477,641.3504371724913,709.1606020031767,1,0.3584480246751414,0.46925348397554423,1,1,21853.63787953056
100,1e-5,1e-4,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,100,1e-5,1e-4,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2e64
100,1e-5,1e-4,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,100,1e-5,1e-4,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2e64
100,1e-5,0.001,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2220.1518065719274,1.067014786375354e-4,0.005115212336970808,8.004084420127162e-5,621.3533638696174,613.917665400494,594.3422877739023,625.5372336042833,699.8431027616008,0.2722574441311278,1,1,1,1,23099.247270352367
100,1e-5,0.001,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2224.4673359877447,9.887236927853861e-5,0.005284664321110298,7.514786277779394e-5,626.2903332498062,548.5114178576754,600.478458396201,630.0498163706393,702.6620192241901,0.2706190114887208,0.3765153522833884,1,1,1,22590.24359756223
100,1e-5,0.001,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2030.5038492396804,6.383555283028475e-5,0.0061263440327498095,5.8070829022124005e-5,713.3118323009924,615.2620921416692,567.0188720755375,551.8495283246119,680.7370255453698,0.2551873104845813,0.32295973644603193,0.3992627494419223,0.3777247746474111,0.7877598488044056,19461.47068391117
100,1e-5,0.01,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,146.68515076671676,1.604255914682477e-4,0,0,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1738.1325000000002,1,1,1,1,1,3444638.7892042655
100,1e-5,0.01,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,100,1e-5,0.01,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,2e64
100,1e-5,0.01,1e-4,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,3406.658936341656,8.591411453537666e-6,2.717153173557136e-4,0,394.1927997248593,337.9108197775564,312.52007670165557,319.82217400044925,358.76579505681286,0.009551867850408777,0,0,0.016035969924039658,0.1352258071319375,29584.982642614432
100,1e-4,1e-4,1e-6,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,778.6864879662517,1.0019393285626754e-5,0.0016362932199580269,5.052327315729549e-5,1738.1325000000002,1387.4545073595639,1128.3942671757427,968.4576652015685,599.9733202915204,1,1,1,1,0,35602.65978799345
100,1e-4,1e-4,1e-5,347.6265,347.6265,347.6265,347.6265,347.6265,0.5,0.5,0.5,0.5,0.5,601.1661083869592,1.0007427804680875e-5,0.0013697244339353387,8.17345593906586e-5,1738.1325000000002,1738.1325000000002,1282.9773338781047,1061.0099675667013,937.5705333939248,1,1,1,1,1,122597.60957347807
