V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
100,1e-6,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,573.6303850090841,0.005213323080456787,3.833210464068227e-4,0.05117157666785419,1134.5427332617194,944.9556755742559,800.5406480376957,613.6107245849489,493.9048300391109,31960.591177094953
100,1e-6,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,723.6599126838837,0.009176146146930618,3.6664136933008633e-4,0.04225256958176732,900.0459912461748,753.5640183114019,644.8863750111485,503.99302494563113,420.3868182861441,26432.100058257718
100,1e-6,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,572.2044423497817,0.00534299722171605,3.8354050431821184e-4,0.04997312696047894,1137.3799255146764,947.2789850402243,802.4394234512197,614.9857127243255,494.9145149501645,32009.265134041914
100,1e-6,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,761.472344414406,0.001040903972834976,3.7199545395501243e-4,0.019578224420293534,855.1927970351617,716.7922681295358,614.2713002245614,480.63966809815116,399.91012963027725,26649.36480441672
100,1e-6,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,699.6244597707451,9.543848869535976e-4,3.7822210907068515e-4,0.020221524306970065,930.2019333316096,778.0363291893417,664.0838043979381,515.718817430895,423.46912461342583,28652.650646634374
100,1e-6,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,683.7714547631037,0.001002300502017872,3.7871370107975114e-4,0.019161008937374567,950.9820271862543,795.0126956747131,677.96879008811,525.7105306528332,430.74536313554074,29122.8261341936
100,1e-6,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2812.2509361603543,0.003643009496853953,2.5246126742234056e-4,0.12890268999089882,241.95131288749963,214.16080800032836,201.57051723881085,181.57105692078858,180.66414893686945,8700.428830135872
100,1e-6,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2819.2828021161913,0.002847144539384158,2.525854379172796e-4,0.10286358257014076,241.35882519315365,213.60915175943907,201.00940838023834,180.99342978736033,180.04603454251048,8701.070459835628
100,1e-6,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,1470.7528912717996,0.0014346419264910657,3.1280281621770995e-4,0.00940731415658453,444.71005110549515,381.708879135655,342.0286120404689,289.9557607113064,274.0458422267503,12153.80924278682
100,1e-5,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,748.1399512238454,0.010182352353468234,3.634594151857786e-4,0.06516047400068053,871.6037452740331,730.3459315353703,625.9832086742939,490.57080693432096,411.0198003151527,25607.594651574564
100,1e-5,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,748.8324972655681,0.010268782507910924,3.64014825102476e-4,0.05898204497142302,870.4287120107447,729.5186266022403,625.2183643453532,490.072374665589,410.82721650885287,25564.252603114925
100,1e-5,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,673.3761310671437,0.009455200578637532,3.7010571674127746e-4,0.052071511051707646,966.7815824961332,808.0477463536007,689.2207111348707,535.251535605905,441.2808943211787,28096.70508252506
100,1e-5,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,1074.8199721103026,0.0010485940397153305,3.50341615914577e-4,0.009039679297007788,605.1441845715434,512.6444746355277,448.2999437496934,364.15548155244767,322.8190708439178,18610.44755447076
100,1e-5,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,1383.717527519371,0.0011859932796072972,3.301489650742391e-4,0.005977286242187861,470.83718912912695,403.05001966298016,359.4208232597463,302.39254373000415,283.30474266287496,13358.538409313142
100,1e-5,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,1524.761635518627,0.0027016889804846638,2.9463779660109454e-4,0.015260328758306671,430.5916122091123,370.2913077090816,333.026357147756,284.20400873289145,271.27465784338483,11320.35389735528
100,1e-5,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2822.3610712910645,0.0023034167109894825,2.526832098123838e-4,0.08429142083588766,241.07279321430914,213.3339159858901,200.70886831055904,180.66757620700446,179.69529681781768,8701.894164158295
100,1e-5,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2821.494579862473,0.003102904653546493,2.525137674795884e-4,0.11214059562399724,241.19674102275192,213.47894749789162,200.9075555589291,180.92189128131577,179.98668056173,8700.799309918857
100,1e-5,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2819.840717930317,0.0025338419782705924,2.5265639523749467e-4,0.09202581168216042,241.2937826371899,213.5375856112989,200.91820401005805,180.88164457330396,179.91946252835243,8701.492786496638
100,1e-4,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,4586.224718707844,0.004030939224789325,3.6444658765884297,1.2474605017649934e-4,452.23092866888084,419.27254339635954,402.3512532442834,373.8844471730049,371.0196434476656,8817.352019475176
100,1e-4,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2733.8133429866402,0.0015788279030514553,0.5582929128557451,1.2338364167200277e-4,445.5030024724162,406.7024967490096,385.84999352277407,354.20118612677436,351.22442775045135,9017.687341651135
100,1e-4,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,4218.233485628108,0.0035601131783240974,2.827186433556123,1.247692858721871e-4,451.3294570481799,417.7209309153617,400.36619699138015,371.55317540611026,368.69708794902346,8834.947317995944
100,1e-4,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2249.946306451188,0.0013062472941090602,0.26490851070832294,1.2231883624117104e-4,437.3940922226669,394.9244433502133,371.67249270105395,338.3288214117242,336.12030962833063,9152.8400650233325
100,1e-4,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2292.2695528759286,0.0012556847895771523,0.27583980120167717,1.2239184829031672e-4,440.16958705300664,397.97464486379766,374.85219417087114,341.46343156275964,338.9289673578708,9143.940301306235
100,1e-4,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,3685.810340025107,0.002946330716031201,1.8634550109371297,1.2454569410253315e-4,448.9715833292374,414.1942285569756,396.0776422109063,366.7024097845443,363.973868937248,8869.150225867905
100,1e-4,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2448.287297770283,0.0013941731639565771,0.3716123907335144,1.2285180199363052e-4,442.16668217439127,401.39848088410355,379.24002572444454,346.60787159697765,343.9832120500666,9085.79028235791
100,1e-4,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,4130.540859250781,0.0036998704386559463,2.8290801714793625,1.2480161194358227e-4,450.3454064959003,416.6308021540004,399.2255318383432,370.4208693534742,367.67117626642465,8834.919317352143
100,1e-4,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,3365.341198955271,0.0024810342623401284,1.3333101400923895,1.2430381386633216e-4,447.7344884550988,411.96281140255485,393.18000042784877,363.27099631567205,360.5638181967076,8902.073700549427
1000,1e-6,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2819.918208395284,0.0026679448146948084,2.526046545246642e-4,0.09666534237912172,241.29615399953815,213.54747546503825,200.940877039164,180.91845737679537,179.96638975321622,8701.296105447886
1000,1e-6,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2822.452384453659,0.003017789166556731,2.5254031461560114e-4,0.10938708330319812,241.11702745726737,213.40581077592287,200.8326682898435,180.84479221072968,179.9035468600294,8700.882492938092
1000,1e-6,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2924.908934741348,1.2332998667124443e-5,3.020219742378126e-4,0,230.22191873268324,200.10517105308475,182.43628789141746,158.3840357909822,155.32799712347776,9215.680278351852
1000,1e-6,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2818.6772188327373,0.003587805634853902,2.5246377239646165e-4,0.1284147957726432,241.4434315722869,213.70903872114027,201.1486987809573,181.17547574079717,180.2595287171312,8700.420353085168
1000,1e-6,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2773.0602804022524,0.001693381255536555,0.6158216679416633,1.2349062962181928e-4,445.1497202766914,406.6392262039141,385.99873621271183,354.5614879627873,351.8306330124081,9000.908035555514
1000,1e-6,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2817.937398750088,0.003483923736842024,2.524689066036682e-4,0.12463131662708833,241.4972244212453,213.753035038367,201.18536294088446,181.20433617953617,180.28628698769992,8700.493579196736
1000,1e-6,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2897.5910716905846,1.2998643370800073e-5,3.057083795002313e-4,0,232.24806123711522,201.89043368310698,184.0573329222912,159.72027925780435,156.45992887576892,9215.845377473182
1000,1e-6,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2924.8544686205523,1.2301634819819726e-5,3.019824805465765e-4,0,230.23342033844972,200.109937847624,182.4336388860524,158.37404449747257,155.31032328827774,9215.68707504941
1000,1e-6,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2820.2107723606377,0.0029253034220532185,2.525349661933861e-4,0.10566001878115475,241.28810032314013,213.55203659309188,200.96575984274713,180.96451793476618,180.02538416063882,8700.981391586833
1000,1e-5,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2883.7268209803588,1.3385128451440316e-5,3.077451852324951e-4,0,233.2829825267683,202.80945214129036,184.901483827464,160.4278403936305,157.0734435152381,9216.186250015051
1000,1e-5,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2900.708342187676,1.2931052969079676e-5,3.05306971998603e-4,0,232.01411714138467,201.68579108337198,183.8733897126782,159.57071519217243,156.33561683162077,9215.792107628686
1000,1e-5,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2827.934068211805,0.0015466089495694841,2.529871065269036e-4,0.058479051482197765,240.53403534093763,212.78956406570956,200.0734951216102,179.93432810797495,178.87671662511013,8704.377135179566
1000,1e-5,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2815.592989757216,0.0032454676054130913,2.525065353496042e-4,0.11584922805360973,241.672611407798,213.8992406479831,201.3101837616816,181.30702428191947,180.38482910478382,8700.686748323373
1000,1e-5,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2813.8532572138984,0.003040463060624881,2.525331435112756e-4,0.10838328529406702,241.80072360267292,214.00503888191858,201.39676123941925,181.3760921443834,180.45105371579865,8700.884393364004
1000,1e-5,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2728.6421079916336,0.0016463893866484295,0.5771497928318562,1.2342777551378674e-4,444.86667645571333,406.0865218915646,385.2635122728495,353.6784061121975,350.9506207191981,9010.858105395657
1000,1e-5,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2820.114806548548,0.002763562043210108,2.525828462734045e-4,0.10002838912775211,241.28691165680175,213.54390496323077,200.94534370567865,180.93134980798325,179.983909375445,8701.170649267955
1000,1e-5,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2818.482602757016,0.0031063098919720798,2.525065385905928e-4,0.11160917162357493,241.43555116190183,213.68764457390074,201.1043557259651,181.1070700325701,180.1773750832351,8700.801078357426
1000,1e-5,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2818.8145013040225,0.002675093894475102,2.525987644142159e-4,0.09669365180177304,241.38394818586102,213.62481812353658,201.0149244101151,180.98947098843124,180.0406355298725,8701.288792514506
1000,1e-4,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2818.8455686328825,0.004185862015354849,2.5238943735436653e-4,0.1492332878966181,241.4499573856378,213.7286725813785,201.1909514139097,181.24155600492685,180.3405903235095,8700.089659135077
1000,1e-4,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2820.890571537768,0.0035280045272399955,2.524577932580154e-4,0.12686281676418468,241.26443425210707,213.55126117767793,200.99772751764783,181.03098830370013,180.10992966920364,8700.456517965707
1000,1e-4,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2822.946040206815,0.00233485966299104,2.526667778096291e-4,0.08553382615599898,241.0290600498436,213.29622714340238,200.6746568733914,180.63581684504922,179.66132820849245,8701.832494236025
1000,1e-4,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2818.5523874487126,0.003044526838241917,2.525329824865928e-4,0.10951508419434423,241.4276048072949,213.67787717858013,201.0900211723648,181.08734121833376,180.1532397430966,8700.860146606656
1000,1e-4,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2819.5065200395147,0.003556741887887154,2.524486642474716e-4,0.12753978494550067,241.3751926191085,213.64849834855315,201.09017211978914,181.11871936385788,180.20027654652858,8700.439174878742
1000,1e-4,0.001,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2828.0915560937174,0.0012933092836819792,2.531750454703615e-4,0.049547104384316906,240.46586931519712,212.6875400737646,199.90605807753627,179.6983635184008,178.5959906055838,8706.08292101891
1000,1e-4,0.01,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2809.367461879805,0.0034171615238548928,2.525046604283835e-4,0.12046819404375222,242.17668029957187,214.34368719917435,201.73520932521268,181.7131506930971,180.8048368197356,8700.600485353083
1000,1e-4,0.01,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2801.3068659391265,0.0015477378802617322,2.5306859321490787e-4,0.05562084413886313,242.64873889246306,214.6364401710665,201.80943437544397,181.55929828322274,180.54327846527707,8704.632197056992
1000,1e-4,0.01,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2810.8278812751873,0.001648798453633263,2.5296147116744876e-4,0.060055354806856705,241.90517178035586,214.00241298096873,201.2391151575339,181.0543536881595,180.03994267222018,8703.948840945483
10000,1e-6,1e-4,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2839.101068611097,9.320170507657726e-4,2.5351090989602325e-4,0.03752637060859025,239.4795915556143,211.72769956430713,198.84070437365426,178.52559685463723,177.3134276492086,8710.422832808928
10000,1e-6,1e-4,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2838.969230306292,7.085521335945426e-4,2.53922371765992e-4,0.029406517275484385,239.35258929491465,211.51277378391967,198.4651537531198,177.9833329721482,176.66417761983232,8715.853584871034
10000,1e-6,1e-4,1e-4,122.5096,122.5096,122.5096,122.5096,122.5096,2823.0175207979005,7.89244551484047e-4,2.5387677877508293e-4,0.03138426156592661,240.64463496224852,212.6874658804778,199.64183482553156,179.1553080280717,177.88654831488287,8713.772681704913
10000,1e-6,0.001,1e-6,122.5096,122.5096,122.5096,122.5096,122.5096,2841.5943173044116,0.0010643642693302388,2.5332668537011776e-4,0.04250224750632596,239.33604959935644,211.64511951587988,198.83490913563145,178.59890681287257,177.4265669112368,8708.457862203046
10000,1e-6,0.001,1e-5,122.5096,122.5096,122.5096,122.5096,122.5096,2825.4056685364994,0.0010443728920519531,2.5344031580360523e-4,0.04054431315195291,240.5952540454487,212.740838308405,199.85517851996482,179.53828320593718,178.37455864699234,8708.754764467356
