V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
100,1e-6,1e-4,1e-6,179.803,179.803,179.803,179.803,179.803,624.1515908628115,0.005402269803937817,3.7229013937659035e-4,0.06298817138023997,1441.1073188139208,1290.4469620325533,1113.844096587061,878.031336619925,700.0048321591196,115935.40693958625
100,1e-6,1e-4,1e-5,179.803,179.803,179.803,179.803,179.803,647.2759722706767,0.005439158204404125,3.699194920395591e-4,0.08862230464827603,1390.55096012792,1246.1162704394887,1077.1404445070107,851.3312108585651,681.564746302641,113342.04024765188
100,1e-6,1e-4,1e-4,179.803,179.803,179.803,179.803,179.803,617.3457095940173,0.005638057032260714,3.729672192856686e-4,0.06787123654057575,1456.9555327941218,1304.298453319484,1125.3153892551718,886.3261981446598,705.5473924595308,116648.28313397574
100,1e-6,0.001,1e-6,179.803,179.803,179.803,179.803,179.803,4427.070396412309,0.0028104823142641837,1.9619387327880224e-4,0.1161901930305357,218.80630355117762,216.09318695764526,219.36409482211417,218.12823527334925,228.8617259303489,16465.732851940036
100,1e-6,0.001,1e-5,179.803,179.803,179.803,179.803,179.803,4420.279653283937,0.0031073910077398645,1.961380503631245e-4,0.12641391383689865,219.1580061104812,216.46395465712226,219.79069568428892,218.62171118983426,229.39730250062306,16452.37453840256
100,1e-6,0.001,1e-4,179.803,179.803,179.803,179.803,179.803,3970.671344937765,9.25287864203954e-5,0.1315456515158088,7.527802012289492e-5,700.7245659600943,675.3511928459931,649.6788932386911,606.160611292735,584.5011772236799,13166.192942119767
100,1e-6,0.01,1e-6,179.803,179.803,179.803,179.803,179.803,1269.9570413667823,7.16061696115679e-4,3.157838093156796e-4,0.010249961723487543,709.604973907987,649.2806772621975,583.4216659904649,494.23278062446735,441.5035193606653,65011.17399876598
100,1e-6,0.01,1e-5,179.803,179.803,179.803,179.803,179.803,1564.9625682885176,8.581447576909422e-4,3.0619092747389436e-4,0.006064937139709306,575.692102134863,532.1508438319183,487.32473509795136,427.11073189620754,402.2728946095047,48054.96788491342
100,1e-6,0.01,1e-4,179.803,179.803,179.803,179.803,179.803,1299.1821893394244,7.644303962272776e-4,3.2141776735802614e-4,0.007404726040727273,691.7728492007558,633.746892759961,570.8430976208737,486.0116913902376,438.49888241796435,62852.408449350536
100,1e-5,1e-4,1e-6,179.803,179.803,179.803,179.803,179.803,645.6371979303317,0.006334790944892693,3.719463905449522e-4,0.06919175226973295,1393.3499783689797,1248.6072744309777,1079.3726493293339,853.3079924538304,683.6054249192729,113254.73065212573
100,1e-5,1e-4,1e-5,179.803,179.803,179.803,179.803,179.803,990.0932679481194,0.010230050054908022,3.3465363686091906e-4,0.04392567371204693,911.0561328856622,826.2884191886511,730.7904739564782,603.0059606736733,520.6826161208339,78571.36211018334
100,1e-5,1e-4,1e-4,179.803,179.803,179.803,179.803,179.803,658.1815442132352,0.00637235262832692,3.6890580968275427e-4,0.06904473839099365,1367.1376540832227,1225.6697839827505,1060.3768020110263,839.6065571847776,674.3315289099352,111820.7129820214
100,1e-5,0.001,1e-6,179.803,179.803,179.803,179.803,179.803,4407.924998073595,0.002586123686182747,1.9622219216277643e-4,0.10470918306394693,219.68682076010475,216.9360844816153,220.20592199291957,218.9851293328718,229.74946201972065,16481.232869436608
100,1e-5,0.001,1e-5,179.803,179.803,179.803,179.803,179.803,4378.480992119668,0.002529482615950245,1.9620891526426102e-4,0.09845461878013195,221.06835988680976,218.29969467465668,221.63481650594474,220.5076400700632,231.35497934993066,16492.802628111094
100,1e-5,0.001,1e-4,179.803,179.803,179.803,179.803,179.803,3970.6905360004666,9.253010340174605e-5,0.13154691695587642,7.527836232608371e-5,700.7214755480154,675.348348855951,649.676366610411,606.1585523613402,584.4995807293199,13166.192940002971
100,1e-5,0.01,1e-6,179.803,179.803,179.803,179.803,179.803,3970.790971030748,9.252795665471082e-5,0.1315523215122127,7.527816552657822e-5,700.7286417086764,675.3552911200987,649.6829575303516,606.1644538097404,584.5045701085787,13166.192945462335
100,1e-5,0.01,1e-5,179.803,179.803,179.803,179.803,179.803,3970.7773033017706,9.252802655272667e-5,0.1315515282942895,7.527812538116504e-5,700.7281782977681,675.3548243606788,649.6824949348497,606.1640164668886,584.5041825333892,13166.192944813201
100,1e-5,0.01,1e-4,179.803,179.803,179.803,179.803,179.803,3970.7325955488022,9.252795257127296e-5,0.13154899203290996,7.527798732778396e-5,700.727664548003,675.354237296837,649.6818335337257,606.1633022860151,584.5034909395031,13166.192944008317
100,1e-4,1e-4,1e-6,179.803,179.803,179.803,179.803,179.803,2380.439738593669,0.04647415608011722,2.3249513879113762e-4,0.011911601776255545,385.8992003649114,366.93911928736327,353.85071290756537,338.99838157582394,362.6304251499802,24611.361031835793
100,1e-4,1e-4,1e-5,179.803,179.803,179.803,179.803,179.803,2443.0577083969747,0.07390949942619153,2.0475229058110786e-4,0.012805626356383172,374.56704332749865,356.9406709107391,345.53579081154624,333.09181543869875,359.51074760240175,24196.77118705614
100,1e-4,1e-4,1e-4,179.803,179.803,179.803,179.803,179.803,2310.889961477576,0.23587310419821414,2.1677043280847886e-4,0.025882082336321534,396.72682379278297,376.396717343029,361.5557090667529,344.2850903398373,366.51735383191107,24112.635634165636
100,1e-4,0.001,1e-6,179.803,179.803,179.803,179.803,179.803,3970.7619651419955,9.252616053179985e-5,0.13155045330858742,7.527771238369594e-5,700.7328569678228,675.3591633005425,649.6863901061425,606.1672408606838,584.5067257534647,13166.192950901159
100,1e-4,0.001,1e-5,179.803,179.803,179.803,179.803,179.803,3970.768385800374,9.252714667111273e-5,0.131550951230865,7.527795579378535e-5,700.7304170817097,675.3568967158889,649.6843513629013,606.1655477992626,584.5053886976474,13166.192947355674
100,1e-4,0.001,1e-4,179.803,179.803,179.803,179.803,179.803,3970.7057060502602,9.253170232293418e-5,0.13154794737092745,7.52787231805793e-5,700.7174910272379,675.3446583138789,649.6730594876202,606.1558223460264,584.4974364039358,13166.192938835966
100,1e-4,0.01,1e-6,179.803,179.803,179.803,179.803,179.803,3970.668794604225,9.253030665379506e-5,0.13154568894109958,7.527833880368292e-5,700.7205491706293,675.3474293751656,649.6754693507579,606.1577209289809,584.4988594697,13166.192940311468
100,1e-4,0.01,1e-5,179.803,179.803,179.803,179.803,179.803,3970.618282715643,9.252935135551556e-5,0.1315426991396218,7.527798102371279e-5,700.7222023865452,675.3488553292362,649.6766189074725,606.1585100190005,584.4993534903068,13166.192942765641
100,1e-4,0.01,1e-4,179.803,179.803,179.803,179.803,179.803,3970.5784942386745,9.2528554342519715e-05,0.13154032521293496,7.527768207309804e-5,700.7235901445117,675.3500571163789,649.6775954821761,606.1591914035208,584.499792410207,13166.19294536068
1000,1e-6,1e-4,1e-6,179.803,179.803,179.803,179.803,179.803,4403.087580667069,0.004856769489931973,1.9609724923589863e-4,0.1897967155992012,220.05279009913815,217.41875919328336,220.92496235726708,219.92660059184053,230.7922760345714,16405.483055264103
1000,1e-6,1e-4,1e-5,179.803,179.803,179.803,179.803,179.803,4431.198079843277,0.005775984009641855,1.9617148341742854e-4,0.2329102160009358,218.77391514533974,216.18658300342642,219.6562317765141,218.61811201645634,229.4389700513856,16388.032208856584
1000,1e-6,1e-4,1e-4,179.803,179.803,179.803,179.803,179.803,4427.6159549661415,0.008015460681398618,1.9617278422823025e-4,0.3182759085710093,218.98630358178693,216.4371755092156,219.99073319074594,219.04275689505192,229.91178721877603,16367.384941045677
1000,1e-6,0.001,1e-6,179.803,179.803,179.803,179.803,179.803,4433.586101361364,0.005993138979121756,1.961159508098368e-4,0.2422322891133151,218.66447997628055,216.0819347406057,219.55011720205894,218.5129212267799,229.3303003560764,16385.202586716947
1000,1e-6,0.001,1e-5,179.803,179.803,179.803,179.803,179.803,4436.705002921971,0.006528405116162354,1.9622382626162307e-4,0.2655908565164254,218.52786464115613,215.9446797872066,219.3926599213034,218.3252224487708,229.11338227381896,16379.144130635726
1000,1e-6,0.001,1e-4,179.803,179.803,179.803,179.803,179.803,4434.251796283949,0.006665505612342596,1.9606405071584266e-4,0.26867438580516584,218.647420734304,216.07841971385312,219.57045342076813,218.55703053315085,229.38608811068437,16377.920684411984
