V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
100,1e-6,1e-4,1e-6,176.9684,176.9684,176.9684,176.9684,176.9684,769.7563537169025,0.006794347292224651,2.891344042028879e-4,0.07308881455142087,1277.2777750847906,1037.7756310117563,895.2149083410533,716.7060773220823,583.1053801305586,49893.61848685985
100,1e-6,1e-4,1e-5,176.9684,176.9684,176.9684,176.9684,176.9684,567.5506223446978,0.0041664813316591096,3.1318709949095446e-4,0.06148366819432552,1730.3288633002635,1396.0751905642458,1188.3163455268818,927.2033428844351,722.0575805247752,65859.32742961691
100,1e-6,1e-4,1e-4,176.9684,176.9684,176.9684,176.9684,176.9684,593.220408631803,0.005065017145784835,3.1034329897072993e-4,0.05280619573425107,1655.6177299566689,1336.9965698352185,1140.0620949037411,892.6490011563219,699.7296167241045,63519.48949504123
100,1e-6,0.001,1e-6,176.9684,176.9684,176.9684,176.9684,176.9684,799.1355934911121,8.194344006100175e-4,2.9464814703956894e-4,0.018285256566994878,1229.672859913704,999.8915857694859,863.4425866262403,691.6400060510537,562.192596806853,50810.118463679064
100,1e-6,0.001,1e-5,176.9684,176.9684,176.9684,176.9684,176.9684,2979.6381434013742,0.002510534112826014,1.7991892940659785e-4,0.1164165880207092,345.1632256953644,297.333731451757,283.63858040946917,263.6780188098762,256.4287735630821,10493.582055333174
100,1e-6,0.001,1e-4,176.9684,176.9684,176.9684,176.9684,176.9684,871.9071985224521,8.868855975554408e-4,2.906655127509151e-4,0.0121470893551852,1125.9777109762704,917.9275814301885,796.64570288069865,644.3436400418616,533.0465979650838,46006.847735527685
100,1e-6,0.01,1e-6,176.9684,176.9684,176.9684,176.9684,176.9684,971.3273141303117,7.234878984437707e-4,2.8259232259534347e-4,0.011740462293953754,1011.5226110903329,827.3179911780493,722.3032238437368,590.5043608322642,496.61433284270146,40647.535255264316
100,1e-6,0.01,1e-5,176.9684,176.9684,176.9684,176.9684,176.9684,695.5178160912169,4.7465808137447566e-4,3.0684300782573816e-4,0.017199236564962646,1411.8823959476342,1143.9374158268918,980.8218025205756,774.9129290391755,614.2203809326184,59146.18658351683
100,1e-6,0.01,1e-4,176.9684,176.9684,176.9684,176.9684,176.9684,2978.709072090993,0.002949298009888486,1.7988065672154725e-4,0.13591095088431782,345.2980851731434,297.47244009234487,283.80827955639364,263.88628106258227,256.6564835574267,10487.822931249562
100,1e-5,1e-4,1e-6,176.9684,176.9684,176.9684,176.9684,176.9684,730.5060196385452,0.006651203816485878,3.011995072485912e-4,0.05815470652850418,1347.3416724813958,1093.2647137840204,940.794252888599,753.4822124105458,606.0117058109003,52726.93995284083
100,1e-5,1e-4,1e-5,176.9684,176.9684,176.9684,176.9684,176.9684,1298.5493148403418,0.013456668393933661,2.3915989449918202e-4,0.03827562833827694,761.5433113322682,630.1383981792425,562.6750856161434,479.90840042435315,434.39966989219266,22493.483746152982
