V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19
100,1e-6,1e-4,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,1492.4356396889457,0.23860775795744124,1.2242677245323278e-4,0.0979123040244756,561.3683310912328,513.3150835748851,457.4439465684708,412.86413657365046,394.3239363563838,14013.640494209256
100,1e-6,1e-4,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,1493.4862925792675,0.24013142182904484,1.2237614059170586e-4,0.12114308739883999,561.0394805734029,513.0279561392316,457.2037878840689,412.6566042287844,394.0513672045632,14013.980078057522
100,1e-6,1e-4,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,1492.8990443992034,0.22628485788882577,1.22432955330464e-4,0.09893062197697688,561.2065810270491,513.1737705282694,457.32653176391807,412.7682056134647,394.22147777651344,14013.93959759623
100,1e-6,0.001,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,648.9548257769535,6.205530944413806e-4,2.178030553701891e-4,0.009519584548251737,1275.2621512194664,1132.6862336822298,954.8111250085093,777.1742990746133,623.4228205007673,39155.45387198463
100,1e-6,0.001,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,598.1187590058674,5.48161119433286e-4,2.2291432144506032e-4,0.011023220189919199,1383.7299354702118,1226.867821280724,1030.653676019349,833.3239051467284,660.283845347615,42151.31339477927
100,1e-6,0.001,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,1325.2947905988997,0.0014611606253669878,1.6138880580007109e-4,0.004660306050343394,628.1992851316214,570.9501814856405,502.92805670730075,444.2497042332085,408.93188011003025,15895.800138197581
100,1e-6,0.01,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,540.0579278866937,8.507968208953616e-6,7.524035960728717e-4,0,1571.7943942235322,1396.4946529058147,1174.4472273200977,942.589790184748,726.0902944516986,43277.818880586776
100,1e-6,0.01,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,532.8462776460791,7.422418251422956e-6,6.912471210404137e-4,0,1590.9586251982473,1413.1218272890574,1187.2799560998983,950.6442970870535,728.9443505932766,44767.28315736491
100,1e-6,0.01,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,529.9684775004641,2.5413075166319335e-5,0.0023903462906658844,0,1613.8290752010014,1438.6750580092182,1219.0164230241132,994.147348680718,791.5390319746303,33481.81340611248
100,1e-5,1e-4,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,687.0670373849863,0.006359916652057586,2.065118500073329e-4,0.0529130697451454,1209.781389079728,1076.1480479465981,909.9537617475418,745.3943972307889,605.9244802571328,35099.404071763
100,1e-5,1e-4,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,684.2270464824946,0.006383776754369522,2.0836131051968148e-4,0.031502264222096704,1213.39542836495,1079.3227113591224,912.6251482897791,747.6886332567551,608.403706528312,35167.29203573356
100,1e-5,1e-4,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,654.3219463688416,0.006718901711349782,2.1720941270055567e-4,0.03646350081187816,1269.496741722808,1128.102152345017,952.010334682145,780.9044249258325,628.0226149549339,36896.7600829506
100,1e-5,0.001,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,864.646634850727,2.560914293759075e-5,7.374314389056331e-4,0,962.6559898770396,862.2212375523335,737.2234992071467,612.3120682470403,503.5294019000688,24988.479484422973
100,1e-5,0.001,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,1581.9472901879437,0.0033088583711035824,1.2613266055717278e-4,0.01612284461768952,530.2926244199585,486.01743894815195,434.7428303963254,394.1881767922172,375.51756558306334,14132.565577557092
100,1e-5,0.001,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,1569.267312450797,0.00510706664195025,1.2479359285419967e-4,0.02165252408491013,534.5963466073805,489.81724089847955,437.9390815345755,396.88036635781674,378.24192538628665,14103.938528140281
100,1e-5,0.01,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,626.8024708180061,3.459514626724301e-5,0.006391090181248078,0,1466.2145830234751,1319.4800844773288,1135.7877349865119,948.6243605391385,782.0131340678369,24753.964462024
100,1e-5,0.01,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,626.9179474946194,3.4577629197869057e-5,0.006421009971868883,0,1466.782072143133,1320.0539462635147,1136.363364359943,949.188173552949,782.5473959096851,24734.769580876273
100,1e-5,0.01,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,668.6333393762259,3.3455681652769865e-05,0.007585603018524279,0,1420.6456805575413,1282.9817161464732,1110.544311950476,934.7252380383787,778.1436203339645,23727.63084944409
100,1e-4,1e-4,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,1487.97048699295,0.5728317473342541,1.2238431155610596e-4,0.11808054082045243,563.014427360671,514.7563484041619,458.62818888142647,413.8191040152671,395.2662409809513,14010.198207549396
100,1e-4,1e-4,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,1486.6847044958974,0.9984313711694538,1.2224170917792766e-4,0.14695423314480707,563.5060268440027,515.1854317890559,458.9853299697615,414.1012284695617,395.5343860845223,14008.776759988667
100,1e-4,1e-4,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,1490.6299783165482,0.29777587152913215,1.2246328325044852e-4,0.08855418304516076,561.9901492213536,513.8599881727755,457.8945343388145,413.2354313718914,394.73401548852576,14012.748509842264
100,1e-4,0.001,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,764.9109889879976,4.743164117511149e-5,0.0038646132777463743,0,1141.3630510609034,1026.5873265526413,884.2729977407917,742.9017589378033,622.740038994039,22106.462781504695
100,1e-4,0.001,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,766.1280865153949,4.6738830613476584e-5,0.0037977422509968,0,1139.5613180316573,1024.9998268160957,882.9473154331685,741.8248217383865,621.8471107291443,22149.415259163343
100,1e-4,0.001,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,775.5835245203226,4.7455973977845775e-5,0.0034125970030570983,0,1117.493808908466,1004.7025193309344,864.9365130399887,726.3579059613202,608.9530667805819,22178.355250774963
100,1e-4,0.01,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,1414.5158916731243,8.025016251598587e-5,0.0010952235716102214,0,593.7593711306969,541.4697955763431,479.1846086661598,424.6408326438219,390.4551082225842,12910.380594998749
100,1e-4,0.01,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,1201.5076267330492,1.0024016113836642e-4,0.003954795353407323,0,721.9132601634934,657.1344703814963,579.2105059918582,508.45929436375593,459.96524721735716,13673.913631539785
100,1e-4,0.01,1e-4,170.9917,170.9917,170.9917,170.9917,170.9917,1245.5478503200918,1.0069791134666419e-4,0.003275038147863526,0,691.5186996713953,629.8220271825531,555.8504064992778,489.4197023891055,445.2719720577877,13436.271845330732
1000,1e-6,1e-4,1e-6,170.9917,170.9917,170.9917,170.9917,170.9917,2210.9103740989817,1.430522596134385e-5,1.8162017313635425e-4,0,382.5009503371496,349.9170928973035,310.58462128853756,275.76851470418273,253.08801474018014,13458.592948650956
1000,1e-6,1e-4,1e-5,170.9917,170.9917,170.9917,170.9917,170.9917,1550.0568835777165,3.6099724907932815e-5,4.934651656293579e-4,0,541.5530436323834,493.728823022806,435.97828486558257,383.4568088879614,345.76906156282996,13601.897490610007
