V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
100,1e-6,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,112.16778410598636,83.87538196519017,82.10161674767733,19.454668136313558,96.49603952653706,100,1e-6,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,112.16778410598636,83.87538196519017,82.10161674767733,19.454668136313558,96.49603952653706,2e64
100,1e-6,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,35.43852059170604,34.242144199088216,7.269569830968976,74.56207003444433,92.95081280171871,100,1e-6,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,35.43852059170604,34.242144199088216,7.269569830968976,74.56207003444433,92.95081280171871,2e64
100,1e-6,1e-4,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,16.653806688264012,107.55630321800709,29.737902637571096,31.519116377457976,116.00235586054623,100,1e-6,1e-4,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,16.653806688264012,107.55630321800709,29.737902637571096,31.519116377457976,116.00235586054623,2e64
100,1e-6,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,103.31352615728974,0.8460659254342318,95.26693954132497,104.77333805523813,35.96677903085947,100,1e-6,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,103.31352615728974,0.8460659254342318,95.26693954132497,104.77333805523813,35.96677903085947,2e64
100,1e-6,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,64.07495769672096,82.86931193433702,62.807729886844754,116.68008380569518,23.411653339862823,100,1e-6,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,64.07495769672096,82.86931193433702,62.807729886844754,116.68008380569518,23.411653339862823,2e64
100,1e-6,0.001,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,69.34833138249815,30.640848577022552,88.69173819199204,86.27407696098089,97.63722036033869,100,1e-6,0.001,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,69.34833138249815,30.640848577022552,88.69173819199204,86.27407696098089,97.63722036033869,2e64
100,1e-6,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,96.77561212331057,25.085831992328167,66.7786187119782,31.88560327515006,109.39927054569125,100,1e-6,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,96.77561212331057,25.085831992328167,66.7786187119782,31.88560327515006,109.39927054569125,2e64
100,1e-6,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,38.73479668982327,19.11619615741074,43.634266667068005,111.10275775194168,90.75876868329942,100,1e-6,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,38.73479668982327,19.11619615741074,43.634266667068005,111.10275775194168,90.75876868329942,2e64
100,1e-6,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,64.4788912218064,51.81388431228697,38.30811459571123,64.2402036767453,18.267612475901842,100,1e-6,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,64.4788912218064,51.81388431228697,38.30811459571123,64.2402036767453,18.267612475901842,2e64
100,1e-5,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,7.108645364642143,25.853109564632177,5.540040051564574,110.96625451929867,45.49395921640098,100,1e-5,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,7.108645364642143,25.853109564632177,5.540040051564574,110.96625451929867,45.49395921640098,2e64
100,1e-5,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,107.35733133740723,13.737304816022515,110.90884239412844,70.83006737753749,7.6990799233317375,100,1e-5,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,107.35733133740723,13.737304816022515,110.90884239412844,70.83006737753749,7.6990799233317375,2e64
100,1e-5,1e-4,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,38.0698087066412,41.831681644544005,105.21543614566326,59.95395926758647,5.183088798075914,3149.5946672150585,6.154593775074115e-5,0.029698598568754904,6.735195280242848e-5,776.9043505235419,725.549101505593,714.2016660027144,739.8832471227339,829.492538703519,229.6397916760202,246.11320335636353,228.07549536089297,193.00730402669072,111.11817998959303,12857.452249598371
100,1e-5,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,69.78179787285626,1.0151172056794167,1.7695706337690353,48.04528523236513,30.73402893729508,100,1e-5,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,69.78179787285626,1.0151172056794167,1.7695706337690353,48.04528523236513,30.73402893729508,2e64
100,1e-5,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,93.78023609519005,86.396717838943,0.2750555332750082,94.54119946807623,74.6733183413744,100,1e-5,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,93.78023609519005,86.396717838943,0.2750555332750082,94.54119946807623,74.6733183413744,2e64
100,1e-5,0.001,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,21.61585089750588,54.43847411312163,24.758629482239485,20.86801721714437,69.10303643904626,3149.404804499009,6.154282934457777e-5,0.02969609986112116,6.735265483859443e-5,776.9238068543569,725.5628146514138,714.2107881697073,739.8880608697559,829.4962492376309,229.6425384894255,246.11763712260577,228.08110459307514,193.01455617291572,111.1222553945881,12857.452282060223
100,1e-5,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,12.123828884214163,108.0823779758066,68.7126895878464,74.59716679528356,28.87408367358148,100,1e-5,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,12.123828884214163,108.0823779758066,68.7126895878464,74.59716679528356,28.87408367358148,2e64
100,1e-5,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,32.372732581570745,13.557583540678024,9.692579610273242,44.04476503841579,55.68585894070566,100,1e-5,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,32.372732581570745,13.557583540678024,9.692579610273242,44.04476503841579,55.68585894070566,2e64
100,1e-5,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,100.98071672022343,11.600479055196047,87.38430758938193,75.29947880655527,73.09637817554176,100,1e-5,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,100.98071672022343,11.600479055196047,87.38430758938193,75.29947880655527,73.09637817554176,2e64
100,1e-4,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,21.278045531362295,64.68538750894368,11.687653586268425,25.02179129049182,84.08836816437542,100,1e-4,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,21.278045531362295,64.68538750894368,11.687653586268425,25.02179129049182,84.08836816437542,2e64
100,1e-4,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,51.06056691147387,42.658960511907935,7.334612952545285,107.90025514550507,25.003123814240098,100,1e-4,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,51.06056691147387,42.658960511907935,7.334612952545285,107.90025514550507,25.003123814240098,2e64
100,1e-4,1e-4,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,16.156698502600193,74.37826646491885,2.0361822936683893,76.4152407925576,51.33546391502023,100,1e-4,1e-4,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,16.156698502600193,74.37826646491885,2.0361822936683893,76.4152407925576,51.33546391502023,2e64
100,1e-4,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,111.34404469281435,93.46636871807277,82.55526283755898,91.70776239596307,55.209128027781844,100,1e-4,0.001,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,111.34404469281435,93.46636871807277,82.55526283755898,91.70776239596307,55.209128027781844,2e64
100,1e-4,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,37.48378490097821,77.62337252497673,24.778817994520068,28.252469496801496,107.08428324200213,100,1e-4,0.001,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,37.48378490097821,77.62337252497673,24.778817994520068,28.252469496801496,107.08428324200213,2e64
100,1e-4,0.001,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,52.32324231415987,62.47068311087787,107.75780973024666,70.96384037286043,10.65708895213902,100,1e-4,0.001,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,52.32324231415987,62.47068311087787,107.75780973024666,70.96384037286043,10.65708895213902,2e64
100,1e-4,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,52.28199594654143,99.40446035005152,25.116891972720623,60.37988651543856,34.83993474394083,100,1e-4,0.01,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,52.28199594654143,99.40446035005152,25.116891972720623,60.37988651543856,34.83993474394083,2e64
100,1e-4,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,94.29474720731378,21.440264973789454,28.7547826487571,69.75269269198179,66.39079302549362,100,1e-4,0.01,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,94.29474720731378,21.440264973789454,28.7547826487571,69.75269269198179,66.39079302549362,2e64
100,1e-4,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,29.458451522514224,73.30205113627017,14.037480130791664,26.69750285334885,38.07581199333072,100,1e-4,0.01,1e-4,357.3491,357.3491,357.3491,357.3491,357.3491,29.458451522514224,73.30205113627017,14.037480130791664,26.69750285334885,38.07581199333072,2e64
1000,1e-6,1e-4,1e-6,357.3491,357.3491,357.3491,357.3491,357.3491,28.955241227522492,29.66371374204755,28.261212883517146,118.44332054257393,110.98273932002485,1762.982145610788,8.825248826445694e-6,3.8457708408196463e-4,0,750.5338113396239,627.280909860076,553.9262131556331,519.4608516889753,543.940571732812,279.22875786724967,320.69634515656367,322.11467884599875,297.5447056582656,197.71156422652692,25520.2660853373
1000,1e-6,1e-4,1e-5,357.3491,357.3491,357.3491,357.3491,357.3491,107.7398622315377,51.98108162730932,108.94297166727483,82.13194602169096,3.1018895655870438,3149.563061684218,6.154543644777376e-5,0.029698260564175776,6.735215950398028e-5,776.9081458654524,725.5518658300243,714.2035757261866,739.8842983169548,829.4934003456398,229.64020554118824,246.113916793787,228.07645383420726,193.00868601219852,111.11893978557902,12857.452252078429
