ka1_0,ka2_0,kd1_0,kd2_0,ka1,ka2,kd1,kd2,SSE
100,1e-6,1e-4,1e-6,3121.5626089246416,0.014684805601454343,0.0017395116246356611,0.21155546239738096,6212.741649523778
100,1e-6,1e-4,1e-5,9900.489827635978,0.004031902645378535,1.2430138013284121e-5,1.6542810908760164,34130.15048229383
100,1e-6,1e-4,1e-4,4852.781224143593,0.004732420037093572,7.692277269854873e-4,0.7311191828686538,6896.601584515596
100,1e-6,0.001,1e-6,18742.591056721976,9.076493426313928e-4,3.2018052655262533e-4,0.5877490459564397,27023.05169771277
100,1e-6,0.001,1e-5,14753.869016543778,0.003268306008211147,5.432254833330854e-4,0.038566592964727114,12451.518927223438
100,1e-6,0.001,1e-4,3117.7665819632034,0.19838463227957703,0.0017521364647311802,2.8240596140838243,6210.5326970814685
100,1e-6,0.01,1e-6,76280.91757552439,0.005216716700488409,2.9309514603581706e-4,0.01310298490078973,26698.541165647977
100,1e-6,0.01,1e-5,80235.77528598833,0.0043551835356699445,2.8055269202104436e-4,0.01172721756951216,27844.1941965455
100,1e-6,0.01,1e-4,68362.92923232865,0.006642662770305068,3.07178654698279e-4,0.01729515993124395,25226.5042675011
100,1e-5,1e-4,1e-6,3116.559505109136,0.061869420542857684,0.001751681706572824,0.8816696542311874,6210.922331726997
100,1e-5,1e-4,1e-5,3112.1507195682716,0.02756622631240409,0.0017550969631613613,0.3928604818169345,6211.861774215925
100,1e-5,1e-4,1e-4,3115.7143617283073,0.0962069966208085,0.0017536927242787807,1.3686154518575355,6210.720339424746
100,1e-5,0.001,1e-6,3115.417930539618,0.03219266143354488,0.0017509944527821823,0.4593095663264402,6211.443505152651
100,1e-5,0.001,1e-5,3114.2720384265876,0.030581196191991143,0.0017512146415811789,0.4364144527663528,6211.5005001734635
100,1e-5,0.001,1e-4,3126.063869783087,0.06024623344031543,0.0017426714282874187,0.8630350640910944,6210.946095912215
100,1e-5,0.01,1e-6,43096.87951716312,0.0066225401099702435,3.642797824727621e-4,0.021663232664110906,21755.885173828865
100,1e-5,0.01,1e-5,35784.10549555453,0.006960791709749757,3.85245213701618e-4,0.028169169367794587,20112.344996055326
