"X...1"	"X...3"	"X...5"	"X...7"	"X...9"	"X...11"	"X...13"	"X...15"	"X...17"	"X...19"	"X...21"	"X...23"	"X...25"	"X...27"	"X...29"	"X...31"	"X...33"	"X...35"	"X...37"	"X...39"	"X...41"	"X...43"	"X...45"	"X...47"	"X...49"	"X...51"	"X...53"	"X...55"	"X...57"	"X...59"	"X...61"	"X...63"	"X...65"	"X...67"	"X...69"	"X...71"	"X...73"	"X...75"	"X...77"	"X...79"	"X...81"	"X...83"	"X...85"	"X...87"	"X...89"	"X...91"	"X...93"	"X...95"	"X...97"	"X...99"	"X...101"	"X...103"	"X...105"	"X...107"	"X...109"	"X...111"	"X...113"	"X...115"	"X...117"	"X...119"	"X...121"	"X...123"	"X...125"	"X...127"	"X...129"	"X...131"	"X...133"	"X...135"	"X...137"	"X...139"	"X...141"	"X...143"	"X...145"	"X...147"	"X...149"	"X...151"	"X...153"	"X...155"
223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739	223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739	223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739	223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739	223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739	223.5162	225.4685	222.4822	222.8022	224.0133	223.5859	227.1091	223.7982	227.3065	226.5439	226.5813	226.2746	224.0739
225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083	225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083	225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083	225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083	225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083	225.735	227.6716	224.6853	225.021	226.2165	225.8046	229.3435	226.0326	229.5565	228.7627	228.8157	228.5089	226.3083
227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527	227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527	227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527	227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527	227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527	227.9381	229.8904	226.8884	227.2241	228.4352	228.0234	231.5309	228.2514	231.7596	230.9814	231.0188	230.7276	228.527
230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614	230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614	230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614	230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614	230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614	230.1568	232.1091	229.1072	229.4428	230.654	230.2421	233.7497	230.4545	234.3378	233.2002	233.2375	232.9621	230.7614
232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801	232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801	232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801	232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801	232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801	232.3756	234.3435	231.3415	231.6616	232.8571	232.4609	235.9684	232.6576	236.6034	235.4033	235.4406	235.1808	232.9801
234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989	234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989	234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989	234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989	234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989	234.5787	236.5622	233.5446	233.8803	235.0915	234.6796	238.1716	234.8607	238.9159	237.622	237.6594	237.4152	235.1989
236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177	236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177	236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177	236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177	236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177	236.7818	238.7965	235.7634	236.0991	237.2946	236.8984	240.4997	237.0951	241.1971	239.8251	239.8625	239.6183	237.4177
239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208	239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208	239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208	239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208	239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208	239.0006	241.031	237.9821	238.3335	239.4977	239.1171	242.8591	239.3138	243.4002	242.0595	242.0813	241.837	239.6208
241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395	241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395	241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395	241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395	241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395	241.2037	243.2497	240.1853	240.5522	241.7008	241.3514	245.1091	241.517	245.5878	244.2783	244.2844	244.0558	241.8395
243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739	243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739	243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739	243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739	243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739	243.4068	245.4684	242.4353	242.7866	243.8883	243.5546	247.3434	243.7357	247.8221	246.5126	246.4875	246.2745	244.0739
245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926	245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926	245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926	245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926	245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926	245.6256	247.6872	244.654	244.9897	246.0914	245.789	249.6559	245.9701	250.0409	248.747	248.6906	248.4776	246.2926
247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527	247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527	247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527	247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527	247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527	247.8443	249.9059	246.8728	247.1928	248.2946	247.9921	252.1871	248.1732	252.2596	250.9658	250.925	250.712	248.527
250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301	250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301	250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301	250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301	250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301	250.0474	252.1247	249.0758	249.4116	250.5133	250.1952	254.4215	250.392	254.4627	253.1845	253.1438	252.9308	250.7301
252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895	252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895	252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895	252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895	252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895	252.2818	254.3434	251.279	251.6303	252.7164	252.3983	256.984	252.6263	256.6971	255.372	255.3469	255.1339	253.0895
254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895	254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895	254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895	254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895	254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895	254.5162	256.5622	253.5134	253.8334	254.9196	254.6171	259.234	254.8607	258.9471	257.5908	257.5656	257.3526	255.5895
256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083	256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083	256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083	256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083	256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083	256.7193	258.7653	255.7165	256.0678	257.1539	256.8202	261.5778	257.0951	261.1659	259.7783	259.8	259.5714	257.8083
258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027	258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027	258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027	258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027	258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027	258.938	260.984	257.9196	258.2866	259.3571	259.0389	263.859	259.3138	263.4002	262.0126	262.0031	261.7745	260.027
261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301	261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301	261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301	261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301	261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301	261.1412	263.2028	260.154	260.5053	261.5758	261.2577	266.0465	261.5169	265.619	264.2158	264.2219	264.0089	262.2301
263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489	263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489	263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489	263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489	263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489	263.3443	265.4215	262.3884	262.7084	263.7789	263.4764	268.5153	263.7357	267.8377	266.4501	266.4406	266.2432	264.4489
265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652	265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652	265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652	265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652	265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652	265.563	267.6559	264.5915	264.9115	265.9977	265.6796	270.7809	265.9701	270.0721	268.6845	268.675	268.462	266.652
267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864	267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864	267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864	267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864	267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864	267.7818	269.859	266.7946	267.099	268.2164	267.8671	273.0934	268.1732	272.2908	270.9032	270.8781	270.712	268.8864
269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051	269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051	269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051	269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051	269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051	269.9849	272.0622	269.0134	269.3178	270.4508	270.0858	275.359	270.3919	274.5096	273.1376	273.0812	272.9464	271.1051
272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239	272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239	272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239	272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239	272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239	272.188	274.2497	271.2165	271.5365	272.6539	272.3046	277.5621	272.6263	276.7752	275.372	275.3	275.1807	273.3239
274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426	274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426	274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426	274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426	274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426	274.3911	276.4684	273.4196	273.7397	274.857	274.5077	279.9996	274.8138	278.994	277.5751	277.5343	277.3839	275.5426
276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301	276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301	276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301	276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301	276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301	276.5943	278.7028	275.6227	275.974	277.0758	276.7264	282.2652	277.0482	281.3065	279.7782	279.7687	279.6026	277.7301
278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489	278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489	278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489	278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489	278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489	278.813	280.9059	277.8415	278.1772	279.2945	278.9295	284.5778	279.2669	283.8221	281.997	281.9875	281.8214	279.9489
281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676	281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676	281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676	281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676	281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676	281.0474	283.1403	280.0289	280.3708	281.5133	281.1483	286.8121	281.4701	286.0565	284.2001	284.2218	284.0401	282.1676
283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707	283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707	283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707	283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707	283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707	283.2505	285.3746	282.2633	282.5583	283.732	283.3514	289.0152	283.6732	288.2908	286.4189	286.4562	286.2589	284.3707
285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895	285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895	285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895	285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895	285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895	285.4693	287.5778	284.4665	284.777	285.9391	285.5702	291.2184	285.9076	290.4783	288.6376	288.6593	288.4776	286.5895
287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239	287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239	287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239	287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239	287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239	287.688	289.7809	286.7008	286.9958	288.1578	287.7889	293.4371	288.1263	292.69	290.872	290.8937	290.7119	288.8239
289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739	289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739	289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739	289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739	289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739	289.8911	291.9996	288.9196	289.1833	290.3922	289.992	295.6871	290.3294	294.9244	293.1064	293.1125	292.9463	291.0739
292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926	292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926	292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926	292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926	292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926	292.0942	294.1871	291.1071	291.3864	292.5797	292.2108	297.984	292.5482	297.1431	295.3095	295.3156	295.1494	293.2926
294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114	294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114	294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114	294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114	294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114	294.313	296.4059	293.3102	293.5895	294.7985	294.4295	300.1871	294.7825	299.3619	297.5439	297.5187	297.3682	295.5114
296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301	296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301	296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301	296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301	296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301	296.5317	298.6246	295.5289	295.7926	296.986	296.6483	302.3902	296.9773	301.5806	299.7469	299.7218	299.5557	297.7301
298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332	298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332	298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332	298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332	298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332	298.7661	300.859	297.7321	297.9958	299.1891	298.867	304.6246	299.1961	303.7994	301.9657	301.9406	301.7744	299.9332
