"X...1"	"X...3"	"X...5"	"X...7"	"X...9"	"X...11"	"X...13"	"X...15"	"X...17"	"X...19"	"X...21"	"X...23"	"X...25"	"X...27"	"X...29"	"X...31"	"X...33"	"X...35"	"X...37"	"X...39"	"X...41"	"X...43"	"X...45"	"X...47"	"X...49"	"X...51"	"X...53"	"X...55"	"X...57"	"X...59"	"X...61"	"X...63"	"X...65"	"X...67"	"X...69"	"X...71"	"X...73"	"X...75"	"X...77"	"X...79"	"X...81"	"X...83"	"X...85"	"X...87"	"X...89"	"X...91"	"X...93"	"X...95"	"X...97"	"X...99"	"X...101"	"X...103"	"X...105"	"X...107"	"X...109"	"X...111"	"X...113"	"X...115"	"X...117"	"X...119"	"X...121"	"X...123"	"X...125"	"X...127"	"X...129"	"X...131"	"X...133"	"X...135"	"X...137"	"X...139"	"X...141"	"X...143"	"X...145"	"X...147"	"X...149"	"X...151"	"X...153"	"X...155"
1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742	1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742	1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742	1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742	1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742	1.484381	1.859383	0.6875371	0.9844045	1.484363	2.031275	1.109376	1.875003	1.07813	1.796879	2.171914	0.9844178	1.718742
3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865	3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865	3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865	3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865	3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865	3.671842	4.078134	2.906297	3.234411	3.812508	4.249995	3.343745	4.078127	3.296879	4.000006	4.406281	3.203151	3.921865
6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617	6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617	6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617	6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617	6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617	6.015617	6.28126	5.12502	5.468784	6.296867	6.45315	5.562502	6.296878	5.546881	6.203091	6.609371	5.421899	6.265617
8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369	8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369	8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369	8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369	8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369	8.48437	8.515589	7.312519	7.671866	8.546862	8.671946	7.781245	8.499995	7.781255	8.421871	8.843777	7.609397	8.734369
10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999	10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999	10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999	10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999	10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999	10.71875	10.73436	9.531265	9.890656	11.10937	10.87504	9.984365	10.74999	9.999985	10.65625	11.07814	9.828156	10.99999
12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312	12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312	12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312	12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312	12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312	12.93745	12.92187	11.7344	12.07815	13.3906	13.07815	12.21875	12.95312	12.21873	12.87499	13.28127	12.03127	13.20312
15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624	15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624	15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624	15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624	15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624	15.14061	15.14062	13.96876	14.26565	15.76561	15.28127	14.43748	15.15624	14.42186	15.09374	15.50002	14.39064	15.40624
17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625	17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625	17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625	17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625	17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625	17.37499	17.34377	16.17189	16.48438	18.06248	17.5	16.65623	17.375	16.64061	17.31249	17.70314	16.7344	17.625
19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811	19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811	19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811	19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811	19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811	19.60936	19.56249	18.37501	18.69308	20.24997	19.68748	18.87498	19.60936	18.85936	19.54686	19.92189	18.96877	19.82811
21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685	21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685	21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685	21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685	21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685	21.81247	21.76557	20.59377	20.91183	22.46872	21.92189	21.09373	21.82811	21.07811	21.76557	22.12501	21.1875	22.04685
24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998	24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998	24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998	24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998	24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998	24.03123	23.96873	22.79688	23.13058	24.67184	24.12501	23.31247	24.04685	23.29686	23.96873	24.34375	23.40623	24.24998
26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435	26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435	26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435	26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435	26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435	26.26559	26.17185	25	25.36496	26.87497	26.34375	25.5156	26.2656	25.5156	26.17185	26.56251	25.625	26.48435
28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872	28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872	28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872	28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872	28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872	28.48435	28.37498	27.21875	27.56807	29.07805	28.54687	27.96872	28.46871	27.73435	28.3906	28.78126	27.85938	28.71872
30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747	30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747	30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747	30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747	30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747	30.7031	30.59372	29.40624	29.80241	31.31243	30.78125	30.17184	30.67185	29.9531	30.62497	31.01559	30.07813	30.93747
32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621	32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621	32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621	32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621	32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621	32.90622	32.79684	31.625	32.03682	33.49996	32.98437	32.60933	32.89059	32.17184	32.87497	33.23436	32.29688	33.15621
35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496	35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496	35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496	35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496	35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496	35.12497	35.01556	33.82812	34.23994	35.74995	35.21873	34.8437	35.10934	34.40622	35.09372	35.4375	34.51563	35.37496
37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807	37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807	37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807	37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807	37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807	37.31246	37.21871	36.03124	36.44305	37.93745	37.40624	37.3437	37.35933	36.60934	37.32808	37.65625	36.76561	37.57807
39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682	39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682	39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682	39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682	39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682	39.5312	39.43747	38.26561	38.64618	40.15619	39.62495	39.62495	39.56242	38.84367	39.54589	39.87498	38.96875	39.79682
41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996	41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996	41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996	41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996	41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996	41.74997	41.65621	40.48437	40.88055	42.35933	41.8281	41.82808	41.76558	41.06246	41.76464	42.07807	41.17187	41.99996
43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187	43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187	43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187	43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187	43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187	43.95307	43.87496	42.70312	43.09929	44.56245	44.03124	44.39058	43.96872	43.29683	43.99723	44.31247	43.3906	44.2187
46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303	46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303	46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303	46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303	46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303	46.17182	46.07808	44.92186	45.30242	46.78119	46.26561	46.65619	46.20307	45.49995	46.23161	46.53123	45.60936	46.45303
48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182	48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182	48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182	48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182	48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182	48.35932	48.28122	47.12498	47.50555	48.99993	48.49994	48.98431	48.42182	47.70307	48.41911	48.74997	47.82807	48.67182
50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057	50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057	50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057	50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057	50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057	50.59366	50.48433	49.34369	49.73992	51.23431	50.68744	51.24994	50.64057	49.92178	50.63787	50.95308	50.06248	50.89057
52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974	52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974	52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974	52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974	52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974	52.81245	52.7187	51.56246	51.95867	53.43744	52.89059	53.46869	52.84369	52.14056	52.8566	53.17186	52.28123	53.08974
55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849	55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849	55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849	55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849	55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849	55.01557	54.92182	53.79685	54.17741	55.65618	55.09372	55.65618	55.06244	54.35931	55.07534	55.37497	54.51556	55.30849
57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724	57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724	57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724	57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724	57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724	57.23432	57.14056	55.99997	56.38054	57.87492	57.29684	58.01556	57.26556	56.56243	57.30968	57.59372	56.73434	57.52724
59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746	59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746	59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746	59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746	59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746	59.45305	59.34369	58.21868	58.59929	60.09367	59.48434	60.32806	59.51557	58.79681	59.52847	59.82809	58.96872	59.746
61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474	61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474	61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474	61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474	61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474	61.67181	61.54681	60.42184	60.83365	62.31244	61.68746	62.56244	61.73431	60.99993	61.7472	62.06247	61.18746	61.96474
63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787	63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787	63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787	63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787	63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787	63.89056	63.76556	62.65621	63.03678	64.51554	63.89059	64.7968	63.96868	63.21868	63.99718	64.29683	63.42184	64.16787
66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099	66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099	66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099	66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099	66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099	66.09367	65.96867	64.85933	65.25552	66.71867	66.10933	66.99992	66.15617	65.45304	66.23158	66.49995	65.64057	66.37099
68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532	68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532	68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532	68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532	68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532	68.29679	68.18739	67.07807	67.45865	68.92179	68.32808	69.21866	68.37492	67.65618	68.45033	68.7187	67.87495	68.60532
70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848	70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848	70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848	70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848	70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848	70.51553	70.42181	69.28117	69.6774	71.15615	70.54683	71.45303	70.59367	69.85931	70.65346	70.92187	70.0937	70.80848
72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723	72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723	72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723	72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723	72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723	72.7343	72.62493	71.48432	71.89615	73.37491	72.76557	73.65617	72.79679	72.07805	72.88783	73.1562	72.31245	73.02723
74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721	74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721	74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721	74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721	74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721	74.95304	74.82803	73.70307	74.09927	75.59366	74.96869	75.85928	75.03117	74.28117	75.10658	75.35931	74.56244	75.27721
