Y...12,Y...14,Y...16,Y...18,Y...20,Y...32,Y...34,Y...36,Y...38,Y...40,Y...52,Y...54,Y...56,Y...58,Y...60,Y...72,Y...74,Y...76,Y...78,Y...80,Y...92,Y...94,Y...96,Y...98,Y...100,Y...112,Y...114,Y...116,Y...118,Y...120,Y...132,Y...134,Y...136,Y...138,Y...140,Y...152,Y...154,Y...156,Y...158,Y...160,Y...172,Y...174,Y...176,Y...178,Y...180,Y...192,Y...194,Y...196,Y...198,Y...200,Y...212,Y...214,Y...216,Y...218,Y...220,Y...232,Y...234,Y...236,Y...238,Y...240,Y...252,Y...254,Y...256,Y...258,Y...260,Y...272,Y...274,Y...276,Y...278,Y...280
68.49438,112.4448,169.0635,230.5239,312.7334,64.90503,109.6776,170.8083,236.1869,317.6766,72.14795,115.2234,177.2283,242.0835,327.9417,68.56909,114.9238,179.3364,253.365,336.6606,62.5293,106.248,160.8484,226.4475,298.6838,63.91357,107.083,167.4738,237.2046,323.3483,56.42493,96.99365,147.7566,209.2151,282.2416,60.81543,93.69214,136.7178,183.6924,239.707,54.89714,85.0188,131.4133,175.224,233.4893,52.64758,87.72473,135.321,183.7921,241.8014,36.87366,65.13647,105.8295,148.9388,205.6117,45.12573,73.28662,111.7205,150.0233,202.6218,26.5293,45.47974,70.16724,98.59192,135.8406,28.89941,44.59363,67.32458,93.31348,126.6381
69.8877,115.5381,168.7656,231.2129,311.6458,65.70557,111.0057,169.0518,234.4038,320.5217,73.00903,117.6292,177.2243,242.0183,327.6953,67.84595,115.0073,177.783,254.9114,337.0063,62.38159,108.2346,161.3262,225.8335,303.9856,64.20581,106.5591,169.5444,237.882,323.3081,53.35608,95.71814,153.1714,210.1516,282.2344,64.09912,96.12183,136.8833,183.9377,241.365,54.92578,87.60767,130.5508,175.5278,233.2495,51.57178,89.83569,135.0677,187.6099,242.2296,36.51123,68.05872,105.1558,150.8787,208.2264,42.97168,74.37024,110.9463,152.0087,202.4962,25.67834,46.08484,69.92468,98.96436,136.545,28.46265,46.92993,66.35339,94.08594,126.4691
68.67944,113.0686,165.4275,234.3833,315.4241,66.20801,110.0404,166.4635,235.6938,321.7889,70.67603,115.4412,177.2203,243.896,327.428,72.42163,115.2012,175.3789,255.6765,337.3813,62.79663,107.5022,161.0657,228.3787,304.6079,64.4823,106.0388,167.6857,239.4055,324.5118,54.97327,94.14758,151.969,212.5288,282.3882,64.32959,94.79297,137.2635,183.9153,245.6714,54.75146,86.09033,128.1514,181.3667,231.8081,53.58875,87.59192,135.043,186.832,241.9991,37.98035,66.58801,102.2794,152.0277,210.2549,42.71924,73.01367,109.5275,153.4017,204.3658,26.3175,44.31909,68.72522,99.08728,138.9603,27.30054,44.69873,66.18921,93.17615,126.3213
70.22632,109.7063,167.8613,232.907,308.5999,67.89929,108.5087,168.8815,240.2659,318.4506,72.872559999999993,115.7703,177.2164,243.8755,326.2593,70.74561,114.3088,178.1575,258.1748,336.6519,65.9541,105.1829,164.1714,230.592,303.228,63.97534,105.5186,165.2141,235.7296,325.7432,58.48157,96.14319,151.2423,214.7645,280.8029,65.09229,94.29614,137.6465,178.5166,244.926,57.02612,83.96045,125.9087,179.9138,229.5015,54.2229,87.05151,136.5594,186.7524,244.244,40.14514,65.76917,102.4978,152.6167,207.5099,45.6228,73.75647,109.5662,152.3883,205.4064,26.14612,44.979,67.6178,98.40161,138.3835,31.76196,43.63721,66.2489,94.07385,129.4697
70.52979,109.8152,171.8896,231.8034,308.0928,67.23926,110.6276,171.1853,238.6592,321.2589,72.76172,115.1467,177.2124,242.4631,327.9233,68.80713,111.9097,179.7974,256.8401,337.5745,63.67139,105.4998,164.5508,230.1465,302.9229,61.66443,104.996,169.6232,240.0583,320.4403,56.24915,94.93738,153.1542,214.7184,282.0729,64.89418,92.69922,138.0294,181.1667,241.2234,54.65723,82.65063,128.7295,178.2747,231.4658,52.37732,88.00769,135.8397,188.0326,245.0371,36.36963,65.49573,103.9536,153.7988,207.8818,43.4751,71.65906,108.9883,152.7526,203.5909,26.15002,42.60718,70.07886,99.3772,137.3615,28.32617,44.11548,66.5885,95.70447,130.989
73.23242,113.666,171.5854,230.6842,310.6416,66.31665,112.683,171.4257,239.2501,321.6289,71.78906,119.1011,175.6497,244.0164,329.1909,67.13721,114.2307,179.2173,256.2874,340.7046,65.22729,107.9551,162.9641,228.6902,305.6294,63.51868,105.1329,171.515,240.485,324.0864,57.91577,95.75269,153.2136,213.4425,282.7927,64.69747,91.70483,138.4097,182.2173,241.8557,53.77124,84.95288,130.4163,177.6226,233.6331,55.77185,89.97839,135.0392,186.0883,243.4478,39.72668,67.1875,106.1621,150.1633,211.0132,43.30811,70.06702,112.1793,153.0708,201.8394,29.56824,43.47217,69.5907,98.29431,135.7738,30.19568,44.80029,67.26404,92.61462,129.2213
69.64526,119.6111,173.3552,229.5728,312.0081,65.19678,112.3306,172.0426,238.9475,320.9955,68.98389,117.4712,175.4692,242.9263,331.9819,66.34229,114.658,183.9929,258.3728,341.9741,59.46143,106.2554,163.6165,228.877,304.7385,60.17664,108.1765,168.0872,240.9087,324.4552,55.65173,97.06189,150.5615,211.5177,283.9448,64.50076,95.72632,139.1899,179.8806,244.5432,49.70142,86.39355,131.5598,178.2046,236.166,52.38782,90.77429,136.9398,184.3641,243.7944,35.45032,64.20984,106.1653,151.6165,212.0028,43.39319,71.90454,112.429,149.9585,203.3137,27.98779,44.68311,69.7179,99.62781,139.9418,27.06482,44.61023,69.13843,91.99634,129.6475
71.398929999999993,115.9873,174.5522,237.9927,308.2839,66.09534,111.6743,170.9292,239.2015,322.8156,70.72314,115.6504,177.9861,244.7512,331.3303,70.44653,117.0386,180.7395,258.5222,342.1179,60.79736,104.0056,162.175,228.0237,307.2673,63.07617,105.9133,170.3208,241.3323,324.3171,58.03418,94.06543,152.9856,215.3094,284.213,64.30127,93.21216,139.4941,187.9375,242.7498,51.26904,84.98071,130.3113,180.2632,235.5278,54.04541,87.61987,137.1232,187.422,246.3048,39.34692,65.19971,105.7706,153.785,209.6453,44.25439,72.38721,112.9625,156.4885,203.8633,27.99854,43.58179,72.35535,100.1122,139.1516,30.14587,43.52856,69.25769,94.0791,128.4409
75.90649,117.1777,168.1353,235.6477,309.8438,69.8125,111.2142,170.7292,239.3843,323.7855,76.31372,117.4124,173.842,244.7285,331.4063,73.10449,118.4988,176.9854,256.9512,342.5869,63.61963,108.7771,160.8101,232.3613,307.6433,66.90625,108.1165,167.3291,241.756,323.7397,59.54651,97.30859,151.5162,215.7065,283.7881,65.14429,94.77612,135.7183,185.4851,241.5769,58.07275,86.64453,126.9639,177.8899,235.7988,55.33118,86.85144,135.1882,187.1721,244.6703,39.48828,67.01746,103.2229,150.5995,208.7203,46.64893,73.66516,112.0657,155.3193,204.3152,28.79236,45.52148,69.01343,100.5647,140.6918,28.9585,44.81091,68.76819,95.51819,129.068
72.82422,117.3504,168.6028,235.1663,310.2456,67.47778,112.4478,173.4773,241.825,323.2106,72.0271,117.7209,176.3572,246.3086,330.0215,69.82959,117.4641,178.2664,260.0674,340.9021,63.59351,107.5378,166.7944,231.6804,308.014,64.05396,110.7288,167.2751,237.9579,325.5887,59.98889,97.33484,151.5354,214.6135,283.8486,65.70898,94.02686,137.3164,184.5439,241.4294,54.94067,87.27954,128.3323,178.2793,234.2222,53.87817,89.87158,137.0383,187.4811,244.1185,39.25891,67.98877,104.604,150.674,206.0011,45.49487,74.37,113.0553,154.0734,203.5354,29.58105,45.88403,69.51172,99.00549,138.4369,30.85864,43.95935,70.74841,96.54883,127.329
72.31519,117.5243,172.0046,238.4226,312.4578,69.34009,110.6622,173.8612,243.8873,323.5619,72.5188,115.1572,178.3972,245.6917,333.5879,70.32056,116.0112,178.7479,261.6726,342.1641,64.19287,106.7263,167.3328,231.0928,308.3874,64.57178,109.2937,168.3531,239.6641,329.4701,57.00488,96.98682,156.2897,218.3357,287.6498,62.04395,96.42041,138.396,185.9509,246.6038,54.51514,85.5271,132.447,180.668,236.4338,55.34888,89.10547,138.0563,187.7673,244.7621,38.55627,67.30823,108.1282,155.9419,210.265,44.76587,73.35425,113.8925,155.3746,206.8151,26.92334,45.7417,72.20276,99.30371,139.4669,31.8053,43.73853,68.03015,95.83032,129.0159
72.30469,117.697,172.6838,238.5618,314.2073,68.65063,115.0477,176.3219,242.5259,322.6903,73.18726,117.8335,178.3403,249.3865,329.6658,70.60864,118.551,179.2261,262.2942,342.5608,63.6582,108.709,168.0398,233.2124,308.7581,65.56885,109.0903,170.1863,241.8157,328.1929,58.96033,98.25208,157.6012,218.5833,287.1556,61.852290000000004,96.24829,136.0964,186.7644,244.5266,55.16357,88.48779,132.1924,181.0095,235.8511,56.4613,88.82471,138.7151,188.9291,246.7472,41.63538,67.90356,108.8524,157.1769,211.7391,45.08276,74.43115,112.2565,156.7444,203.1971,26.39551,45.1355,73.15076,103.6731,139.9285,30.45483,45.37817,68.00378,95.28943,129.1405
69.82031,117.8696,173.5647,238.4338,310.7756,67.62329,114.963,177.8853,245.2332,321.5587,75.80469,119.2957,178.2831,251.9871,329.86130000000003,75.30615,119.2087,179.7076,263.8462,341.8811,67.479,110.0286,168.79,236.427,308.9385,63.27966,110.1542,174.5775,245.7622,325.7316,58.44629,98.45837,156.8766,219.9087,286.3929,61.1394,95.09766,137.5449,185.741,243.1238,57.22461,88.38867,132.823,184.521,235.4551,54.02515,91.00159,139.1027,190.1775,248.958,40.77039,69.61584,108.9907,157.2369,209.6188,45.32666,75.95459,113.5295,157.0103,202.4462,28.00574,46.42322,74.98181,105.6273,140.6885,28.35791,46.60913,69.898929999999993,95.83423,126.8081
71.08496,114.873,169.863,240.3884,310.3889,69.55396,113.478,174.0681,246.8218,327.15,76.21533,122.2141,178.2258,253.8157,333.1821,73.75366,119.3435,180.1892,265.915,343.2236,67.7937,110.2932,164.439,236.1548,310.2673,64.98083,107.1667,173.9689,243.5845,326.7896,57.83374,97.45898,153.8397,218.5106,287.7667,60.37329,93.3938,136.8979,185.5042,245.1655,54.70825,88.95996,133.6707,186.2261,237.511,55.39563,89.4657,139.3868,191.3053,248.1864,37.89099,68.3905,106.0773,155.7094,210.7778,43.35559,74.14868,112.4452,156.4417,206.198,27.18542,47.62329,73.13684,106.8776,142.7253,28.604,46.49487,67.41833,98.62878,129.9188
69.87378,114.1636,171.4292,237.4995,316.4507,69.53162,113.6785,172.2972,243.968,324.8113,75.92261,123.0154,178.1689,250.1555,334.8723,73.25098,118.2263,181.3528,261.6343,347.2607,67.57568,108.6873,166.7,235.4407,309.8689,66.93286,110.792,174.2203,243.4769,334.0331,59.69458,98.76306,157.6752,217.9791,291.0844,57.88232,94.08569,138.906,185.3936,247.3313,57.67529,88.47192,130.8726,182.7966,237.1421,55.62915,89.64514,139.8241,190.5349,246.0924,39.06287,66.88477,106.2374,151.1777,211.6349,44.78088,75.00391,113.577,154.238,206.2231,31.35388,48.74731,68.97205,102.0494,141.3473,30.92236,47.29187,66.44592,94.70447,132.4554
68.75415,114.9529,173.8127,240.5833,315.3181,66.46484,113.8822,175.6288,246.9557,324.3942,72.28979,122.3667,182.7285,255.6602,333.1919,73.09888,118.5522,187.7397,264.8323,343.8318,67.72594,108.5474,167.1249,238.3162,310.5532,65.07971,111.7374,177.7572,246.4073,330.356,54.99243,99.03796,160.02,223.8409,289.593,58.1853,95.37866,141.7578,188.897,244.595,53.97339,87.81274,134.144,182.3628,238.3469,54.73572,90.87378,141.6124,193.099,247.2596,35.40173,65.95215,107.6814,155.2772,211.5988,43.76563,72.89844,115.4235,160.3303,207.2451,26.36536,47.60583,73.19299,104.6719,139.5063,27.42883,46.59521,69.40503,94.41029,131.3517
71.05322,117.4121,176.0854,240.7612,318.2869,67.04382,117.0165,175.0471,245.5872,326.1993,74.40063,121.2427,182.5027,255.5115,334.4526,70.76904,119.8105,185.99,261.7632,348.0151,67.87726,109.8691,167.5529,237.1328,310.0095,67.01855,113.9115,175.2202,246.0862,329.1674,62.25085,99.521,158.5638,222.4092,289.1736,62.28076,95.18921,141.0002,190.1755,248.2676,52.80615,89.78418,134.0933,183.1995,241.2839,55.64966,90.74573,140.5597,193.834,246.0107,39.10278,67.08203,107.6499,156.1644,213.6154,46.47583,72.55652,113.1877,159.3647,205.4136,27.27234,48.08301,72.3385,103.3826,142.3002,27.75488,44.66675,67.76172,94.11609,128.2075
68.04419,114.8369,175.2205,242.3882,316.5923,69.18787,116.1879,177.0194,245.8718,325.3306,73.77197,119.5706,180.9553,252.532,335.031,68.77173,118.4233,185.9814,263.1926,348.8088,68.02858,110.6106,167.9779,239.8096,313.3386,65.65369,113.6204,175.5262,244.7557,331.3768,60.86536,100.2926,158.7897,219.7852,290.3142,61.01001,95.79761,141.0347,189.3826,246.563,52.37476,91.50049,135.542,184.9531,239.1763,57.45715,91.66052,141.9941,196.4777,245.3702,38.196040000000004,69.4502,108.1029,156.7189,213.3997,44.22253,77.3811,115.6451,157.3136,204.2424,25.53259,45.36035,75.625,104.8428,142.5979,26.28735,45.25842,70.33789,97.07129,130.7017
69.60083,118.937,174.6924,242.783,316.3601,67.76306,114.9323,173.5844,246.4536,326.1169,72.92993,121.3416,178.1262,253.3262,334.9727,70.2644,119.8245,184.8999,265.9849,345.4631,68.18213,113.8066,168.4448,239.3738,312.6511,63.41797,113.0892,174.8364,245.8118,330.7845,58.41272,102.3535,157.0697,219.9775,288.7286,61.72314,95.7692,141.8594,191.5369,248.0999,53.943600000000004,91.16235,132.9858,184.9504,238.7981,57.597410000000004,94.62878,141.2794,194.6074,247.4467,38.01526,69.45801,109.0558,154.729,213.6091,45.97766,76.40881,115.22,159.5029,207.3041,30.03174,49.60669,72.02026,104.6313,142.7302,28.48303,46.92273,70.32166,97.72266,131.9917
72.18823,118.7888,177.4182,243.647,317.2341,69.54871,116.2614,176.3368,246.9236,331.4059,76.0127,123.7642,182.2251,254.571,337.2537,72.773929999999993,121.4915,185.0435,268.3252,347.782,69.29858,114.5107,170.7817,236.9612,313.0029,67.22107,113.0829,178.3197,249.276,332.0845,59.508540000000004,102.535,159.0447,221.9381,288.8201,66.25537,95.74058,139.6812,191.5972,248.9446,57.47437,92.09351,136.5901,186.6421,239.2673,56.41406,94.15625,143.769,191.4989,245.444,36.63147,70.12756,111.1445,156.1731,213.944,48.96045,78.67615,116.4751,158.76,206.7366,31.10779,50.85425,71.99658,102.5554,142.7279,31.17627,46.68066,71.47046,99.14868,131.6576
75.88525,121.6018,175.8779,244.0342,317.0898,67.84509,115.7865,178.1279,246.6821,333.0259,76.05273,123.1157,180.7915,252.9163,338.0991,74.29492,121.363,184.5234,265.9734,348.4121,65.90942,113.3577,171.4243,238.2615,313.9597,69.81396,115.0648,176.5087,249.6603,331.9579,60.56714,102.2728,156.4712,221.174,287.1798,66.58569,95.71197,140.5676,188.5471,245.0403,55.53052,90.38818,136.5979,184.4475,242.1028,55.974850000000004,94.11072,140.6768,193.6335,245.7313,39.02844,69.36658,110.2085,155.8481,214.4189,46.90186,79.39612,116.3898,158.0721,205.4163,29.2876,49.3468,73.42896,103.6815,140.8198,29.20251,49.77319,70.09534,96.89819,132.9474
74.20337,121.7783,180.3606,242.3264,317.019,71.55603,114.203,178.3571,247.8231,329.8364,76.84692,121.6824,183.7007,250.3152,338.2095,75.48999,122.4041,188.4055,265.1221,348.5669,66.94824,112.2063,173.2529,238.3701,314.1721,70.30591,114.1282,176.8967,249.5624,333.239,61.03894,99.32654,158.7476,223.9159,290.1841,66.92554,95.68335,142.55,189.1453,248.4004,59.04272,90.14478,137.4946,185.4236,242.863,59.44958,94.47522,140.3125,193.3048,249.0006,41.84851,67.98633,111.6084,158.8491,213.4265,48.87573,78.38647,115.599,157.2946,207.5637,30.34106,47.27551,73.57654,105.0133,142.1246,32.25488,49.00525,71.49146,96.41406,131.6456
77.47876,122.9326,179.2573,244.4895,321.9854,70.88159,116.36,178.5074,247.2488,329.2759,76.26733,123.82470000000001,184.427,252.4998,337.439,74.3623,120.9556,188.8838,265.9915,348.0928,66.13403,113.4082,172.4163,236.5977,314.0451,70.64709,117.1522,174.4164,250.6581,335.0243,61.96851,102.0662,158.7026,222.318,291.9545,68.92773,99.20337,142.5764,187.8337,252.4805,59.43945,92.03613,135.574,184.532,243.8142,58.10693,94.66028,141.4023,191.1604,248.9701,44.453,71.08313,111.9357,157.8367,217.174,48.49231,77.6322,116.0997,157.2405,209.7443,31.33179,48.78223,74.81055,103.1119,144.7684,31.34131,49.54138,70.8064,96.77832,131.3999
77.5647,123.4241,177.4011,247.6128,325.8948,70.2439,117.2209,180.4407,249.4528,330.2026,77.86792,122.4116,183.3794,254.3679,341.5461,72.25977,121.9138,186.4612,266.6047,351.6973,66.9873,113.5642,172.4133,239.2034,313.9189,70.85217,116.5936,173.6672,250.4646,336.0656,61.85474,103.3038,158.7706,221.9053,292.5469,67.06885,100.2786,141.7947,191.4988,254.2024,57.34766,93.44287,135.3474,184.5645,244.2522,55.89331,91.42883,139.7086,196.1128,252.0552,43,71.5072,110.9227,160.5453,217.4913,47.13538,76.9259,113.5842,162.6094,209.2816,30.9397,48.76465,71.98608,105.2274,145.5387,28.177,48.24976,69.30054,100.6514,134.3538
74.90088,125.5679,175.2205,249.8206,323.5977,70.72363,116.7035,180.4502,252.4908,331.4923,74.16846,126.0576,187.1577,258.3923,337.9602,70.48169,122.47,186.9683,268.6814,352.2385,69.33813,114.1807,170.9895,239.3542,313.7936,69.45117,116.9294,176.5602,251.3551,339.0323,59.96692,102.9307,155.4644,223.6479,295.9691,65.91455,101.5503,140.03,192.8091,255.1914,59.09277,93.84116,137.7351,185.6128,245.4404,56.06177,91.30786,140.4095,194.3405,253.6664,41.71899,72.6499,111.1663,160.7091,219.3058,46.97986,76.94092,116.7175,160.1683,210.4752,30.01624,50.24243,72.55139,105.2567,148.8385,30.19067,46.60779,71.15808,101.204,134.9255
73.98779,123.8281,177.7725,247.7197,322.2424,72.52698,117.0726,179.0785,251.6906,328.734,75.41162,123.8901,186.8411,257.8496,338.0613,72.47021,122.3784,191.334,269.2407,350.8867,67.68213,113.0181,173.4917,242.2612,313.6675,68.34595,114.3063,178.1049,251.1991,337.5403,57.31958,101.5713,160.5569,220.5751,293.0298,62.88867,99.99854,143.4792,189.6362,253.1975,56.14282,94.24225,139.9492,188.7756,240.4294,53.40234,91.82764,140.3171,193.7667,252.3236,40.8396,68.69238,112.8031,159.5061,217.8315,45.53528,75.83411,115.7701,160.6849,211.224,28.17029,50.07239,75.86694,104.9816,146.8834,29.14673,45.59204,69.09485,97.89819,134.7683
77.29932,121.8171,181.9011,246.533,323.5598,74.03223,118.4541,180.9646,250.8951,332.5564,80.37158,124.9045,188.6389,257.6763,340.2415,74.63257,122.512,191.1724,266.9612,351.5562,70.55859,114.2786,175.3193,244.2175,316.5039,71.4751,115.4432,180.6561,251.4707,338.2642,60.73914,101.7125,164.5281,221.6266,296.0122,65.13086,98.33154,145.0208,192.0049,253.498,60.22681,94.64053,142.8486,189.0022,244.0044,56.18176,91.33337,142.9169,194.2903,254.9719,42.83179,70.40808,115.0807,161.0328,219.2937,49.47021,75.27136,117.4554,158.0734,212.7712,27.96436,48.36597,77.65405,107.0897,148.1133,30.48645,48.91064,70.57593,96.89832,134.3516
76.05566,120.9573,181.2671,249.5356,322.7666,72.29895,118.3341,179.1886,249.6295,330.9041,78.02808,125.9287,186.4719,258.77,338.2222,75.63501,123.759,191.6265,266.3813,350.9951,72.38452,115.3906,176.4727,245.3699,318.2891,68.8656,116.3239,181.3799,252.0919,334.9647,64.521,100.6792,164.1121,223.6384,293.3535,67.93579,98.12036,145.697,195.3447,255.1533,62.61133,95.03882,139.1079,187.8086,242.0242,54.6239,91.62671,145.2766,196.0557,253.6702,43.93372,70.72925,112.8064,163.4132,218.1058,48.3374,78.20044,118.0901,160.2361,210.507,29.42725,49.9884,75.93604,108.6628,145.1227,29.41028,46.373779999999996,72.30383,96.61462,133.6136
75.52213,121.866,181.6028,253.2229,322.2773,70.78088,115.9833,182.4891,248.9049,331.6478,77.83252,125.6924,188.594,259.7903,337.9487,73.1748,123.6523,191.938,269.7927,349.7053,69.9707,114.5786,174.1545,244.5496,318.1836,71.00989,117.5776,182.5809,255.5718,335.4874,62.30591,101.6261,164.4413,226.9208,294.0273,67.45972,97.56689,147.1731,198.1309,252.4409,62.10034,92.53491,140.4805,190.7839,239.7583,57.55945,92.79004,147.2604,199.1294,252.6567,43.16064,70.54651,114.699,163.2828,217.9088,49.11584,76.71606,118.249,161.4463,212.0676,30.74841,50.84692,79.65576,106.8334,143.3973,30.80798,47.688720000000004,73.70801,99.92358,133.7921
74.99606,124.2188,184.1965,248.8613,323.375,70.71863,116.9406,181.6464,249.9519,333.9255,81.27441,125.5669,186.7029,255.3792,340.3306,79.02441,124.5771,191.728,270.6489,353.4631,74.46411,116.3118,174.53,242.5432,319.8093,71.43958,117.9412,179.8346,252.1549,339.4867,64.98401,102.1302,162.2297,227.5941,295.567,69.72632,100.0576,144.9063,198.3855,252.3147,60.40942,93.29956,139.1206,186.5686,242.5129,60.24097,95.15295,148.1765,198.5879,251.5139,43.90515,71.97729,113.1201,161.6039,219.4993,47.39136,77.23926,119.9646,163.7253,209.2877,31.1759,48.71033,77.9231,107.4692,145.3149,32.73584,48.67175,72.43567,101.2195,134.9517
74.46999,126.0928,182.042,249.3118,323.831,71.85498,120.907,180.137,253.2095,334.0035,77.00269,126.4917,188.3621,256.4285,343.4956,76.57715,127.1624,195.6228,271.6865,351.8179,73.92416,116.9458,176.8977,242.978,320.0005,72.953,120.4805,178.8909,254.3462,338.8862,63.46887,102.6379,163.2416,227.4868,293.5212,69.83092,105.1338,147.8359,198.6383,252.6913,60.04517,93.60547,139.3513,188.4287,243.9219,60.41248,97.59033,146.5652,199.6499,250.5603,42.33325,75.03333,113.7147,161.1821,219.0455,49.47363,80.90479,118.345,164.5313,212.3568,31.844360000000002,51.32581,77.87732,108.7148,145.049,32.60571,49.79993,71.2583,101.9419,136.1469
73.94019,124.1067,182.0266,249.51,324.2849,72.19739,120.8646,181.1344,253.4097,335.9183,76.95435,127.71,187.8169,257.9832,342.7291,77.10742,127.4007,193.4797,272.9473,351.9665,73.38037,115.8701,178.0889,242.6782,324.8472,71.0946,122.1102,182.0496,251.5681,342.2806,60.38818,103.1385,162.7206,229.2668,296.9358,69.93625,102.2417,148.2996,198.8947,253.0663,57.06714,93.48364,139.0498,191.6152,248.4167,59.32715,97.01526,147.5906,200.3774,250.7996,39.51123,74.98889,115.0852,162.5914,223.5723,49.16699,80.59753,118.6437,165.4116,212.9581,31.68481,53.55005,78.65735,110.5651,144.7641,31.04773,50.13989,73.2168,99.10962,136.2576
77.46289,121.0383,182.2368,249.8943,324.7408,72.50647,118.2134,181.1285,251.9755,337.3983,80.95386,126.3345,188.0161,258.8916,341.959,78.4248,127.6425,190.312,274.3992,352.1158,72.83756,112.863,176.6047,243.6912,322.3989,69.69373,117.9829,181.8473,250.8275,340.16,61.14294,103.6461,164.0646,228.3956,298.202,70.0414,101.1687,144.8862,199.1475,253.4429,61.48315,91.03931,138.0742,191.9841,248.6155,60.23572,97.476070000000007,147.345,201.4012,252.9417,42.09363,71.88062,114.21,164.3381,220.1219,51.11072,78.54602,120.8566,164.411,213.0688,32.14111,51.95898,77.46265,109.2688,144.478,29.89197,47.44897,73.38647,100.2412,135.8518
77.01611,125.1899,180.5356,250.6526,325.1936,73.28101,119.8627,182.8893,253.8151,338.3253,80.26294,128.5769,190.3296,260.052,341.1944,78.32983,127.8826,191.0378,274.0413,352.264,72.29761,116.9036,176.387,244.1641,322.1252,70.78076,117.5179,181.666,257.0153,338.286,63.02539,105.5256,162.019,229.33,297.1917,70.146,103.7527,144.7,198.4644,253.8169,57.72583,94.05444,139.7268,190.8547,245.98,59.82141,97.29675,142.965,198.8806,254.0421,42.4425,72.6853,111.6366,163.7914,220.8031,48.19214,79.77319,118.8455,163.5826,209.9897,32.31567,50.27991,73.95007,110.4446,144.1938,30.94714,48.79004,71.25305,101.396,136.3169
80.46899,123.1619,181.1265,247.5784,328.3044,76.23779,119.2991,186.3497,254.0343,334.109,79.91748,126.4221,192.1904,258.2285,340.4189,78.60449,126.6746,194.9763,269.7344,352.4143,74.45581,117.9211,179.4336,243.1655,318.823,73.30933,119.6385,183.7223,257.8553,341.1385,65.96875,106.1381,167.2537,226.9938,296.6682,70.45544,104.051,149.6353,193.49,255.4509,60.70508,92.53516,141.9578,191.0359,245.2891,59.75818,97.16821,145.2189,196.0978,254.73,46.48022,71.17834,118.2826,162.2804,219.4656,49.04468,79.94263,120.8754,163.2855,212.7067,35.90674,49.11218,79.39905,107.9789,145.5367,33.87219,48.05127,75.23596,102.0226,136.0472
76.18457,122.5203,181.6549,249.5378,326.9353,74.60498,121.137,187.204,254.6633,335.1748,77.44824,128.1892,191.6233,262.1919,343.5291,79.84039,125.8757,199.5767,274.5273,352.4008,70.8606,117.3162,179.3701,243.1987,320.425,69.62109,122.5465,181.4808,256.996,341.4879,64.573,107.2441,166.3038,226.4988,298.1405,70.76489,100.7788,149.6218,193.8127,254.7925,60.10938,94.46362,142.5522,190.2334,244.9656,57.34729,96.33691,146.3541,198.5045,254.4894,43.94922,72.26428,115.5876,163.2971,217.8815,46.19153,79.48486,120.4742,164.1801,212.3656,33.33972,49.87231,79.70984,108.3671,147.1755,32.30713,49.5271,73.70728,100.5687,135.7794
76.26416,122.7645,182.1724,253.7139,328.718,76.09143,120.4797,184.7345,255.6458,336.3307,80.10547,129.134,189.7739,261.3806,343.3071,81.07629,127.7041,197.3125,277.1335,352.3873,71.15796,115.7854,177.0024,246.3567,323.1006,70.14758,119.3221,183.239,256.4923,341.0477,61.17041,105.4274,163.0399,230.986,297.5313,71.07434,100.896,149.6086,196.6667,256.5916,55.76538,92.65942,139.3799,190.5471,246.3899,56.82068,94.97034,147.5647,196.7043,254.5618,40.16211,71.47522,114.1438,164.601,222.5665,47.52039,76.52148,120.6382,165.137,213.8018,30.93909,49.49988,76.95337,110.99,147.3043,31.3457,47.00879,73.53137,102.7004,135.5097
76.34375,123.0087,183.345,252.8257,329.1699,76.3385,124.3784,184.6172,259.3346,336.2758,81.72144,133.5488,188.9265,265.6089,343.0882,82.3122,128.7712,196.4883,278.7432,352.3739,74.44897,121.0027,177.1296,248.6018,325.1848,71.17664,119.5214,184.8323,259.1742,343.1648,64.34436,106.1986,165.2911,230.8944,297.5696,71.38379,101.0132,149.5928,197.9473,259.196,61.49805,98.20581,141.814,191.332,248.3257,58.35046,96.81616,146.8883,201.3505,254.5281,43.26208,76.02649,114.7917,162.9438,223.1416,49.94556,80.0415,120.6556,164.3271,214.0632,34.25537,52.17249,76.68738,112.4091,149.1055,31.71765,49.76453,74.30872,103.0649,135.2438
76.42334,123.2511,184.3413,252.5806,328.9663,77.83301,125.7,182.75,257.4865,336.4364,82.39038,133.2036,189.3927,265.7989,342.8662,83.5481,131.5554,195.6311,276.2539,352.3604,74.25903,121.9834,177.6265,247.8059,324.7187,71.21387,121.1992,183.3805,257.2191,343.0122,67.15405,109.7065,165.8486,228.559,299.2217,71.12915,101.1295,145.4343,195.4084,252.8962,63.75073,98.12134,139.949,191.2598,247.7394,60.43713,98.83374,149.4279,201.0359,252.7795,42.65112,76.71765,112.4039,163.0778,221.4019,48.53113,81.033690000000007,119.8517,164.3164,213.5792,34.63379,54.797,78.92249,109.4319,148.0452,32.74902,50.47253,72.21338,102.3698,136.3673
