Y...12,Y...14,Y...16,Y...18,Y...20,Y...32,Y...34,Y...36,Y...38,Y...40,Y...52,Y...54,Y...56,Y...58,Y...60,Y...72,Y...74,Y...76,Y...78,Y...80,Y...92,Y...94,Y...96,Y...98,Y...100,Y...112,Y...114,Y...116,Y...118,Y...120,Y...132,Y...134,Y...136,Y...138,Y...140,Y...152,Y...154,Y...156,Y...158,Y...160,Y...172,Y...174,Y...176,Y...178,Y...180,Y...192,Y...194,Y...196,Y...198,Y...200,Y...212,Y...214,Y...216,Y...218,Y...220,Y...232,Y...234,Y...236,Y...238,Y...240,Y...252,Y...254,Y...256,Y...258,Y...260,Y...272,Y...274,Y...276,Y...278,Y...280
48.60254,79.93628,128.0347,177.4419,231.3662,41.51929,70.61853,120.2778,172.5051,232.0915,48.14771,80.99414,132.2463,185.6414,243.1729,46.52075,75.71948,127.1953,178.9634,241.7966,41.48901,72.216309999999993,118.9546,172.0793,229.8828,39.72363,73.08984,120.5209,172.6788,234.1575,34.95715,61.03577,104.0281,148.8518,194.4241,42.84033,65.55225,103.1335,135.2024,176.2324,33.82617,52.66333,89.4856,125.4753,168.6729,30.5697,52.61755,91.23157,128.089,172.855,20.23682,37.91809,65.18042,98.18921,135.9813,26.04761,45.11121,72.37366,104.0797,138.1281,19.44946,26.78369,45.99695,64.60718,88.18884,14.48328,26.11292,40.33923,55.65649,76.79382
46.53857,79.04517,124.5549,177.6479,231.4605,39.77576,70.84424,118.5371,174.141,232.0245,47.70386,80.14063,130.1956,182.4585,240.0144,47.20264,77.56934,127.4487,178.0659,241.7197,44.40308,72.39307,119.8506,171.2668,229.9142,39.66675,73.252440000000007,119.2467,174.2185,229.1953,35.46326,63.00037,104.0784,149.1409,193.9001,43.07983,66.74194,99.11523,133.0288,174.9089,33.9541,53.34863,89.85132,124.8062,167.9375,29.69263,53.61743,89.48608,130.3551,172.1356,19.63,37.71313,68.3009,99.58875,135.1545,26.813110000000002,43.31055,72.30725,103.0873,138.8988,18.44287,29.843139999999998,47.14099,65.33582,86.7356,15.18176,25.82483,38.87659,56.78577,77.319820000000007
48.092529999999996,77.82837,123.0327,177.0264,231.5547,41.06506,72.5498,116.3818,175.6113,231.9574,48.20996,83.01245,127.7878,183.9067,238.5095,46.21582,80.44214,126.02,181.5212,241.6428,44.00049,77.2168,117.6484,172.6245,229.9456,38.34778,71.81409,116.3995,173.446,226.9781,32.79321,60.81567,100.5688,148.2162,193.376,42.46143,64.99829,98.02515,135.708,172.0203,37.75269,58.17358,89.42627,126.9788,164.803,30.54529,53.4231,88.23413,128.9309,169.5494,20.35901,38.9353,65.43298,99.83081,133.8645,25.42822,44.94946,70.7356,104.9713,138.2209,18.63928,27.38647,44.02075,65.73328,85.61597,18.21472,26.47351,39.07434,56.81323,75.36719
47.26001,79.70459,124.2314,177.561,231.6396,40.26404,72.36292,117.6187,174.012,231.3981,44.95557,79.4978,127.8315,181.3164,242.4346,43.07715,77.48389,122.4656,179.7114,241.5735,39.85352,75.79053,115.0701,172.7605,229.9739,38.32947,69.94189,116.7821,170.2242,230.8105,31.50244,60.87488,99.73645,147.0481,196.725,41.18188,66.07642,97.77344,134.6931,174.6138,35.39502,55.26318,86.24316,124.7092,166.1416,27.95911,54.7113,88.31567,129.5066,170.181,19.35876,39.83484,66.00977,98.07141,135.05,26.14172,45.17505,72.46985,102.8623,138.7048,16.34595,27.21045,46.63074,65.19348,86.7533,15.79187,28.32751,39.72607,57.67786,76.36011
49.64258,82.0481,124.9248,179.1838,230.24,38.87488,75.58081,116.2725,172.8749,234.4841,45.36182,78.62891,128.6917,182.0283,243.7278,44.8623,78.39087,123.8464,179.686,238.9307,45.53467,75.0625,120.8484,170.7905,228.0125,41.44739,71.79932,119.1278,170.418,231.2222,32.58508,61.77307,100.7195,146.9099,197.1241,43.21069,66.94287,101.2026,135.801,171.9968,35.12451,56.76538,86.742679999999993,125.3206,166.3115,31.17395,53.22742,88.19727,130.825,171.1802,19.39307,39.74731,63.62524,98.00195,136.0437,27.71899,44.787350000000004,73.6499,103.1301,137.6063,18.80273,28.03845,45.563720000000004,65.0022,86.59851,21.16846,28.48828,41.01904,56.59424,76.17041
49.22876,83.28979,125.7424,175.7642,227.4558,41.95813,74.83252,121.6479,172.8759,233.4805,47.3916,80.49634,129.5615,182.9021,240.8728,47.07251,81.89355,127.1641,180.5073,237.1528,44.48535,76.99292,119.8772,171.823,226.03,40.63379,72.91284,119.5565,171.8531,229.6034,36.80713,64.62573,103.8817,147.9368,193.6078,45.82471,67.50806,100.8479,137.6926,169.0679,36.07056,56.7041,88.979,127.9016,164.6284,28.38037,55.052,87.00452,129.4506,170.0908,22.65405,38.95227,65.71545,96.75281,133.9294,27.03271,47.55066,73.25574,105.2517,137.2498,18.9082,31.06335,48.04724,63.42554,86.06946,19.05298,27.18152,42.6272,58.18726,75.32947
48.04419,84.61011,126.0657,177.6001,231.0649,43.09033,76.41797,122.3269,173.7732,236.5535,46.07031,83.7981,129.5315,184.2332,244.8455,43.48901,80.71265,123.8594,179.6602,240.4839,41.14502,79.8501,117.3682,170.2214,229.7668,38.36621,71.42529,117.238,172.5168,230.7439,35.6814,66.61133,103.2185,149.5769,199.6284,41.19336,68.5354,99.37891,133.9807,172.3411,31.89282,60.33423,87.45728,127.6816,167.188,30.4679,55.16345,88.71399,128.193,171.0819,20.751830000000002,40.62451,67.52673,98.65515,138.3317,25.50989,46.99854,70.58752,103.7213,139.9005,17.2926,33.17139,46.36145,64.16577,87.99866,16.95203,27.74097,41.02209,56.26489,77.89136
51.08618,85.59204,129.1926,177.1279,230.7368,42.42603,76.30945,120.6936,176.5354,234.9484,46.70142,85.45874,130.2776,185.5066,244.2896,44.75879,83.18213,124.3398,180.7935,235.7075,45.75269,79.72559,120.1599,171.675,222.5432,38.05481,73.47595,121.0217,173.8204,228.0942,34.34033,64.68762,101.9092,151.5209,196.8687,39.91919,66.82178,98.87769,134.2585,170.8799,30.71216,57.34644,87.79053,127.4993,165.637,30.26184,52.3241,89.67017,128.7893,173.3868,19.776,42.19629,68.44934,99.89917,136.713,27.33838,43.6637,73.84851,104.1313,137.6987,16.04407,31.54907,45.39526,65.42029,85.507320000000007,18.19836,27.28613,40.25513,56.75073,75.24121
45.78955,84.94873,126.2717,176.8074,225.7957,44.06287,77.54907,119.7043,174.5933,235.2074,47.871339999999996,82.90503,130.4075,184.6563,243.7564,45.64697,80.34033,127.2603,177.4805,233.9622,45.6814,79.81201,121.5342,170.2957,221.4854,39.46826,76.42798,116.714,169.4485,228.6598,34.89648,63.89502,101.6792,147.9059,195.418,40.69897,67.81079,96.91577,134.0571,170.7913,31.47412,59.01855,88.3584,125.134,162.2004,29.87976,54.93262,90.0675,128.246,169.949,21.52612,43.20398,66.92798,99.87878,134.8275,25.50244,47.4707,73.73145,104.1384,138.9926,14.86743,31.43481,44.33618,63.17224,84.17908,17.58398,27.44958,40.87122,57.74683,75.00623
48.52319,83.09521,126.2629,178.8762,228.1665,44.97681,76.65564,118.6322,173.8721,235.5159,51.09692,82.45288,128.645,183.6042,243.1212,46.05249,78.09253,122.5095,176.675,236.9985,42.87549,77.1748,115.3386,167.5083,224.979,40.06909,73.40735,115.2672,169.3202,228.4438,36.08655,63.33008,100.7174,146.6517,194.813,41.10034,67.72656,95.25195,133.8196,171.7109,34.64404,56.05542,84.54248,123.7424,163.9785,29.72461,55.91418,89.45166,131.4934,170.3403,22.73291,42.3468,65.29077,100.8517,133.1948,27.88025,48.37451,71.65527,104.7224,139.0781,18.20178,28.80212,43.67761,65.26306,87.65283,15.40967,27.04163,39.36096,57.45483,76.60303
47.82031,82.12646,127.6074,176.2715,229.7358,40.49463,73.3064,117.2522,174.7699,235.7805,47.23853,82.6062,129.3401,186.0217,242.5767,46.79834,77.48096,124.9519,180.2874,238.04,44.84424,74.82446,118.4387,167.5413,225.5833,40.05811,71.79382,118.4631,170.2405,231.2819,36.38843,61.13757,102.5769,146.5984,197.6694,42.24854,64.32935,98.66382,135.3542,173.2698,33.1814,54.44507,86.37891,123.9907,165.937,28.953,54.96118,90.32849,132.4183,174.7777,24.01013,41.89172,68.06482,101.8469,136.1073,28.49902,47.7793,74.82483,106.3218,138.0502,19.76318,29.19775,45.37268,64.87012,86.73511,17.281860000000002,26.55383,41.64319,56.599,76.60022
48.51318,78.97852,126.2156,177.6624,229.9265,42.10522,72.5946,117.709,173.6064,236.0743,50.96777,82.94409,130.759,185.5786,239.9397,46.28613,78.07397,123.1306,181.9827,238.6533,45.58862,74.60352,118.6819,171.2593,226.0767,37.965089999999996,69.15991,116.3243,171.2836,229.8579,36.76672,60.84509,100.2343,150.3756,196.1429,43.11499,65.7832,98.3064,138.2285,172.3821,34.14624,53.92223,84.28979,125.1914,167.3303,31.22693,52.00232,88.10034,130.7814,170.8527,20.08899,37.52026,63.32153,100.5956,135.2534,28.14294,47.2428,71.98645,105.9575,136.3447,20.42505,28.71863,45.63562,64.819820000000007,86.62976,18.55334,27.77673,39.95544,58.33655,76.36926
48.7146,78.996,129.5938,177.1484,229.8868,43.69592,76.49866,120.8401,175.3719,232.9114,51.50698,84.73242,133.5579,186.0291,237.3545,48.03662,80.69702,123.2719,182.4333,234.8809,43.94824,75.87769,119.0259,170.4265,222.8364,40.44678,71.26672,119.7058,171.527,224.8186,37.86926,64.66272,105.129,148.2405,199.0542,44.24097,67.9729,99.658690000000007,134.2412,169.1941,33.914790000000004,53.3994,87.26733,125.5366,163.6116,31.90918,57.50879,90.67126,131.7059,169.8785,21.3479,38.0343,67.27747,97.38,136.8073,26.8219,46.73779,72.18408,104.554,135.2325,18.07617,30.55237,47.7771,64.91199,86.1543,19.03638,27.70288,40.44849,57.4585,73.24377
48.41895,79.01337,129.9116,179.9446,229.8477,40.91882,75.49731,119.9069,177.3099,232.9135,52.05001,82.0791,129.874,183.6233,240.7673,48.58521,81.98047,123.4112,184.3545,236.0383,43.60815,74.24902,119.0784,172.9609,225.6345,37.66882,73.30627,116.5546,174.9454,225.7509,36.60303,64.79248,103.9039,151.1315,194.0759,40.03101,66.18701,101.4402,135.3457,167.7817,31.59912,52.88024,87.74316,126.3943,164.8174,30.57007,56.75037,90.66907,133.562,169.3395,21.59009,40.91614,65.4552,100.5311,136.2543,24.64111,45.27136,72.71387,104.321,134.8566,17.01917,27.81177,46.29114,66.00256,86.79736,18.41565,27.9989,40.24341,58.54028,74.42004
46.787350000000004,79.03073,122.2505,178.7017,227.2283,43.20801,74.42798,117.5298,173.9952,232.2872,52.5892,79.43799,127.2151,183.1882,238.1672,49.11304,76.71704,123.5535,182.9365,235.8572,43.32722,71.36816,118.1323,171.1931,224.9954,40.34473,70.0022,115.2809,170.1694,225.0142,36.75415,62.99548,103.5638,150.4811,193.8702,43.03442,61.70215,98.0813,135.2415,169.9153,34.8042,52.36108,86.75122,126.4509,160.8071,31.18713,55.69714,87.3446,129.4866,172.7975,23.67224,38.89917,65.50163,100.1371,133.9104,26.64038,46.50317,72.73047,105.3636,135.3804,19.30273,28.38806,44.15015,64.97839,85.66846,17.95386,26.37488,39.02405,58.02136,73.91333
50.77417,79.0481,124.1814,173.7871,224.1111,45.49548,72.00586,120.0717,172.3151,231.7294,53.12842,81.77319,128.4609,183.9211,238.636,49.80493,76.93335,124.2505,181.4309,233.8953,43.04628,71.63878,120.7144,170.7471,222.6714,38.56274,67.32263,115.2488,169.2468,224.7955,36.06079,64.69434,105.5171,148.8131,190.2037,43.23511,61.92479,96.81689,133.4231,166.8394,36.00146,53.927,87.0498,123.5554,160.5168,33.67371,54.81018,89.59216,129.4971,168.2224,23.89868,38.52405,65.54773,99.19495,133.8983,26.05371,45.84387,70.70142,101.8113,133.6367,18.40869,28.71582,47.39758,64.52454,83.92932,16.71411,26.89673,38.51794,55.86768,74.8042
48.70337,82.65161,125.3811,176.8501,226.0828,44.996339999999996,75.67163,120.1206,174.27440000000001,230.9753,48.39575,84.31226,126.5386,183.45,238.3979,46.93286,81.40405,122.7673,180.3083,235.5706,42.76535,71.91131,116.9827,171.3342,221.6597,36.63538,70.58459,116.9619,171.5021,225.2045,34.96497,61.98828,100.947,150.037,193.6526,41.4231,62.149,95.40039,133.5525,168.7026,30.83252,56.11621,82.63501,124.502,159.8445,32.66248,53.49243,89.7594,130.2875,168.1465,22.59534,39.89612,65.59351,99.19592,132.9673,23.72437,44.19373,68.98926,101.9269,136.173,17.13379,27.04614,43.79419,64.36414,83.56799,15.64148,26.8186,39.073,56.58081,75.07556
