X...11,X...13,X...15,X...17,X...19,X...31,X...33,X...35,X...37,X...39,X...51,X...53,X...55,X...57,X...59,X...71,X...73,X...75,X...77,X...79,X...91,X...93,X...95,X...97,X...99,X...111,X...113,X...115,X...117,X...119,X...131,X...133,X...135,X...137,X...139,X...151,X...153,X...155,X...157,X...159,X...171,X...173,X...175,X...177,X...179,X...191,X...193,X...195,X...197,X...199,X...211,X...213,X...215,X...217,X...219,X...231,X...233,X...235,X...237,X...239,X...251,X...253,X...255,X...257,X...259,X...271,X...273,X...275,X...277,X...279
265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987,265.7867,264.3817,268.5668,267.6455,275.9987
268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644,268.0054,266.6161,270.7699,269.8642,278.2644
270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675,270.2086,268.8036,272.9886,272.083,280.4675
272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081,272.4273,271.0223,275.2074,274.2861,283.1081
274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737,274.6304,273.2411,277.4417,276.5048,285.3737
276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893,276.8804,275.4598,279.6917,278.7079,287.8893
279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393,279.0992,277.6767,281.9105,280.9266,290.1393
281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581,281.3023,279.8954,284.1292,283.1399,292.3581
283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924,283.5367,282.1141,286.3635,285.3586,294.5924
285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112,285.771,284.3485,288.5823,287.593,296.8112
287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487,287.9741,286.5672,290.8323,289.7901,299.2487
290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955,290.1772,288.786,293.0667,292.0089,301.7955
292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612,292.3804,291.0142,295.2854,294.2277,304.0612
294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487,294.6147,293.2329,297.5042,296.4464,306.7487
296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143,296.8178,295.4517,299.7385,298.6808,309.0143
299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611,299.021,297.6548,301.9573,300.8995,311.5611
301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267,301.2553,299.8735,304.176,303.1183,313.8267
303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299,303.5053,302.1079,306.4104,305.3839,316.0299
305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205,305.7241,304.3266,308.6135,307.587,318.4205
307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267,307.9428,306.5454,310.8322,309.7901,320.8267
310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298,310.1616,308.7742,313.051,311.9932,323.0298
312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642,312.3647,310.9773,315.2541,314.2276,325.2642
314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673,314.5678,313.1961,317.4572,316.4464,327.4673
316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017,316.8022,315.4305,319.6916,318.6651,329.7017
319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936,319.0209,317.6491,321.9103,320.8838,331.936
321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392,321.2397,319.8679,324.1603,323.1026,334.1392
323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579,323.474,322.1023,326.3791,325.3213,336.3579
325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611,325.6772,324.321,328.5822,327.5244,338.5611
327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798,327.8802,326.5398,330.8009,329.7432,340.7798
330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829,330.0834,328.7585,333.0197,331.9463,342.9829
332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017,332.2865,330.9773,335.2228,334.1807,345.2017
334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436,334.4896,333.196,337.4415,336.3994,347.436
336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391,336.7083,335.3991,339.6759,338.6181,349.6391
338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579,338.9271,337.6179,341.8947,340.8212,351.8579
341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766,341.1786,339.821,344.3322,343.0244,354.0766
343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798,343.3973,342.0397,346.8321,345.2588,356.2798
345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985,345.6161,344.2585,349.0509,347.4775,358.4985
347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016,347.8036,346.4772,351.3165,349.6962,360.7016
350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936,350.0379,348.696,354.0196,351.915,362.936
