X...11,X...13,X...15,X...17,X...19,X...31,X...33,X...35,X...37,X...39,X...51,X...53,X...55,X...57,X...59,X...71,X...73,X...75,X...77,X...79,X...91,X...93,X...95,X...97,X...99,X...111,X...113,X...115,X...117,X...119,X...131,X...133,X...135,X...137,X...139,X...151,X...153,X...155,X...157,X...159,X...171,X...173,X...175,X...177,X...179,X...191,X...193,X...195,X...197,X...199,X...211,X...213,X...215,X...217,X...219,X...231,X...233,X...235,X...237,X...239,X...251,X...253,X...255,X...257,X...259,X...271,X...273,X...275,X...277,X...279
1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47,1058.727,1056.321,1064.905,1057.533,1065.47
1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688,1060.93,1058.54,1067.108,1059.767,1067.688
1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907,1063.164,1060.743,1069.327,1061.986,1069.907
1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157,1065.383,1062.946,1071.585,1064.221,1072.157
1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376,1067.617,1065.165,1073.788,1066.439,1074.376
1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61,1069.836,1067.383,1076.006,1068.658,1076.61
1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829,1072.055,1069.602,1078.241,1070.877,1078.829
1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032,1074.258,1071.821,1080.46,1073.096,1081.032
1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251,1076.477,1074.055,1082.678,1075.314,1083.251
1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485,1078.68,1076.258,1084.928,1077.549,1085.485
1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688,1080.898,1078.477,1087.147,1079.767,1087.688
1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891,1083.133,1080.711,1089.35,1081.986,1089.891
1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126,1085.336,1082.93,1091.585,1084.205,1092.126
1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344,1087.555,1085.133,1093.814,1086.424,1094.344
1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563,1089.789,1087.352,1096.048,1088.642,1096.563
1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813,1091.992,1089.586,1098.251,1090.83,1098.813
1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032,1094.195,1091.798,1100.486,1093.049,1101.032
1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251,1096.414,1094.032,1102.705,1095.267,1103.251
1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469,1098.633,1096.298,1104.908,1097.486,1105.469
1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673,1100.851,1098.735,1107.126,1099.674,1107.673
1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891,1103.07,1101.251,1109.361,1101.908,1109.891
1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126,1105.305,1103.485,1111.58,1104.127,1112.126
1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344,1107.523,1105.72,1113.798,1106.361,1114.344
1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579,1109.742,1107.923,1116.048,1108.595,1116.579
1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782,1111.961,1110.438,1118.251,1110.83,1118.782
1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001,1114.148,1112.943,1120.47,1113.064,1121.001
1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219,1116.367,1115.193,1122.689,1115.299,1123.219
1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454,1118.586,1117.459,1124.923,1117.517,1125.454
1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672,1120.82,1119.928,1127.173,1119.736,1127.672
1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891,1123.023,1122.412,1129.376,1121.955,1129.891
1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11,1125.258,1124.615,1131.579,1124.17,1132.11
1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329,1127.476,1127.162,1133.814,1126.389,1134.329
1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547,1129.679,1129.693,1136.017,1128.608,1136.547
1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766,1131.898,1131.959,1138.236,1130.827,1138.766
1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969,1134.117,1134.599,1140.47,1133.03,1140.969
1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172,1136.351,1136.802,1142.704,1135.248,1143.172
1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391,1138.57,1139.037,1144.923,1137.483,1145.391
1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61,1140.789,1141.459,1147.134,1139.702,1147.61
1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844,1143.008,1143.99,1149.369,1141.92,1149.844
