V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,248.6155,60,60,60,60,60,1934.8279326566972,0.0013022995778664082,0.015451632724259645,0.42816295017493294,1307.8699809898358,60,60,60,60,60,71256569.09476265
100,1e-6,1e-4,1e-5,248.6155,60,60,60,60,60,2022.260319800792,0.0012615484873575908,0.01612222574721496,0.42110890986169924,1330.9765352131656,60,60,60,60,60,72162213.08976676
100,1e-6,1e-4,1e-4,248.6155,60,60,60,60,60,5592.029727108043,0.001893517672553853,1.5279180761784613e-4,0.1006476640247505,286.58587364191817,60,60,60,60,60,370273.31135971576
100,1e-6,0.001,1e-6,248.6155,60,60,60,60,60,565.2868566497855,7.479500649008407e-5,3.435384467709493e-5,0,984.8871874558432,60,60,60,60,60,8487300.886187693
100,1e-6,0.001,1e-5,248.6155,60,60,60,60,60,563.8790491687996,7.53765111927882e-5,3.380205052611067e-5,0,987.5312416748351,60,60,60,60,60,8503380.385423062
100,1e-6,0.001,1e-4,248.6155,60,60,60,60,60,554.8725861211336,8.320655357157868e-5,2.9968046772916976e-5,0,1006.8187012724,60,60,60,60,60,8616958.60766136
100,1e-6,0.01,1e-6,248.6155,60,60,60,60,60,100,1e-6,0.01,1e-6,248.6155,60,60,60,60,60,2e64
100,1e-6,0.01,1e-5,248.6155,60,60,60,60,60,100,1e-6,0.01,1e-5,248.6155,60,60,60,60,60,2e64
100,1e-6,0.01,1e-4,248.6155,60,60,60,60,60,100,1e-6,0.01,1e-4,248.6155,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-6,248.6155,60,60,60,60,60,100,1e-5,1e-4,1e-6,248.6155,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-5,248.6155,60,60,60,60,60,5602.041498571586,0.003721060467376887,1.5287259124990675e-4,0.19759929221986372,286.4200927887639,60,60,60,60,60,370538.9336343303
100,1e-5,1e-4,1e-4,248.6155,60,60,60,60,60,100,1e-5,1e-4,1e-4,248.6155,60,60,60,60,60,2e64
100,1e-5,0.001,1e-6,248.6155,60,60,60,60,60,1227247.9970002144,4.426860643283332e-5,14.06705925090123,3.4323567600731156e-5,640.053272304774,60,60,60,60,60,150176.65572979825
100,1e-5,0.001,1e-5,248.6155,60,60,60,60,60,761327.9303393881,4.4223052707652384e-5,8.713464025383974,3.442587592804067e-5,640.2043842405224,60,60,60,60,60,150375.1631216798
100,1e-5,0.001,1e-4,248.6155,60,60,60,60,60,70748.64980651779,4.426884577042829e-5,0.7840059045570843,3.478057861587683e-5,637.4206302649978,60,60,60,60,60,155501.2769436661
100,1e-5,0.01,1e-6,248.6155,60,60,60,60,60,838280.7611235756,4.4266073361984916e-5,9.597600233806297,3.4440424182535094e-5,640.0663273202751,60,60,60,60,60,150327.23990154578
100,1e-5,0.01,1e-5,248.6155,60,60,60,60,60,503636.97829561774,4.42249186344016e-5,5.7543254104199,3.44820387918615e-5,640.109864086045,60,60,60,60,60,150646.85630971185
100,1e-5,0.01,1e-4,248.6155,60,60,60,60,60,1238214.5925083954,4.419259326380345e-5,14.179523780011074,3.4402742117614635e-5,640.2947841465138,60,60,60,60,60,150171.75815769445
100,1e-4,1e-4,1e-6,248.6155,60,60,60,60,60,100,1e-4,1e-4,1e-6,248.6155,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-5,248.6155,60,60,60,60,60,100,1e-4,1e-4,1e-5,248.6155,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-4,248.6155,60,60,60,60,60,100,1e-4,1e-4,1e-4,248.6155,60,60,60,60,60,2e64
100,1e-4,0.001,1e-6,248.6155,60,60,60,60,60,100,1e-4,0.001,1e-6,248.6155,60,60,60,60,60,2e64
100,1e-4,0.001,1e-5,248.6155,60,60,60,60,60,100,1e-4,0.001,1e-5,248.6155,60,60,60,60,60,2e64
100,1e-4,0.001,1e-4,248.6155,60,60,60,60,60,5264.142681642879,1.0168962046122163e-4,1.5273767604539597e-4,0.00507592366718635,293.21353734279984,60,60,60,60,60,361727.7179421576
100,1e-4,0.01,1e-6,248.6155,60,60,60,60,60,100,1e-4,0.01,1e-6,248.6155,60,60,60,60,60,2e64
100,1e-4,0.01,1e-5,248.6155,60,60,60,60,60,100,1e-4,0.01,1e-5,248.6155,60,60,60,60,60,2e64
100,1e-4,0.01,1e-4,248.6155,60,60,60,60,60,100,1e-4,0.01,1e-4,248.6155,60,60,60,60,60,2e64
1000,1e-6,1e-4,1e-6,248.6155,60,60,60,60,60,5263.976060596401,1.0162961604195501e-4,1.5273924583438962e-4,0.005072501299748925,293.2171396974749,60,60,60,60,60,361727.7265943982
1000,1e-6,1e-4,1e-5,248.6155,60,60,60,60,60,5264.069678501852,1.0171164580038981e-4,1.527442341546496e-4,0.0050765023660359464,293.218774148159,60,60,60,60,60,361727.7167437902
1000,1e-6,1e-4,1e-4,248.6155,60,60,60,60,60,5264.160991946792,1.0181804022957245e-4,1.5275272738602178e-4,0.005081539945866186,293.22247279251445,60,60,60,60,60,361727.7276702665
1000,1e-6,0.001,1e-6,248.6155,60,60,60,60,60,5255.989066932798,9.814444701523466e-5,1.526831411283177e-4,0.004887481673331778,293.310198861081,60,60,60,60,60,361743.71275535325
1000,1e-6,0.001,1e-5,248.6155,60,60,60,60,60,5260.824254174324,1.0031118763543561e-4,1.5272624416707572e-4,0.005001985127974002,293.259534392333,60,60,60,60,60,361730.1169730839
1000,1e-6,0.001,1e-4,248.6155,60,60,60,60,60,5259.12833707287,9.953510079599608e-5,1.5270854454328377e-4,0.004960984883462918,293.2768600985183,60,60,60,60,60,361733.5503049037
1000,1e-6,0.01,1e-6,248.6155,60,60,60,60,60,5264.44609290504,1.0181397111467504e-4,1.5273914894924437e-4,0.005082671480384894,293.2090368745277,60,60,60,60,60,361727.72737455525
1000,1e-6,0.01,1e-5,248.6155,60,60,60,60,60,5264.01160198251,1.0163494721242766e-4,1.5273545724810581e-4,0.005072936526718121,293.2152633243132,60,60,60,60,60,361727.7254751084
1000,1e-6,0.01,1e-4,248.6155,60,60,60,60,60,5264.4401509643785,1.0177834629237184e-4,1.5273510503348203e-4,0.005081111322859255,293.20660819709246,60,60,60,60,60,361727.72235991596
1000,1e-5,1e-4,1e-6,248.6155,60,60,60,60,60,5264.012192849555,1.0170543091131607e-4,1.5274240503086308e-4,0.0050767371810915675,293.2175182951143,60,60,60,60,60,361727.7184402396
1000,1e-5,1e-4,1e-5,248.6155,60,60,60,60,60,5264.0972413157715,1.0172304991793775e-4,1.5274508304001134e-4,0.005076879043289519,293.21937270070276,60,60,60,60,60,361727.7171490349
1000,1e-5,1e-4,1e-4,248.6155,60,60,60,60,60,5264.311092316291,1.017630644716682e-4,1.5273893811855026e-4,0.005079860961369375,293.2113609838247,60,60,60,60,60,361727.71896369423
1000,1e-5,0.001,1e-6,248.6155,60,60,60,60,60,5263.978088525307,1.0166393382399256e-4,1.5274098158815012e-4,0.0050740534559154185,293.2190084050623,60,60,60,60,60,361727.72064452874
1000,1e-5,0.001,1e-5,248.6155,60,60,60,60,60,5264.139551531717,1.0165238119941192e-4,1.5273228676677725e-4,0.005074242635411572,293.21090577465844,60,60,60,60,60,361727.72292561474
1000,1e-5,0.001,1e-4,248.6155,60,60,60,60,60,5264.078587446183,1.016825620227658e-4,1.5273801434295472e-4,0.005075269471781599,293.2158527123068,60,60,60,60,60,361727.71841460053
1000,1e-5,0.01,1e-6,248.6155,60,60,60,60,60,5264.303868913191,1.0179499670609883e-4,1.5274432093251417e-4,0.005081315471091166,293.21390868392876,60,60,60,60,60,361727.72273913596
1000,1e-5,0.01,1e-5,248.6155,60,60,60,60,60,5264.364943858236,1.0177355252489616e-4,1.5273838701710063e-4,0.005080614744139502,293.2095840886696,60,60,60,60,60,361727.7206632878
