V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,326.0486,60,60,60,60,60,5233.599454938136,9.225120687832004e-5,1.0829413604953388e-4,0.005079542238155062,389.12933790225514,60,60,60,60,60,469522.56680559285
100,1e-6,1e-4,1e-5,326.0486,60,60,60,60,60,5536.084410251787,0.0016711955420959017,1.1006944005846523e-4,0.09589610344773403,381.6877803200269,60,60,60,60,60,480603.62855302985
100,1e-6,1e-4,1e-4,326.0486,60,60,60,60,60,630291.7539342527,3.891754375888427e-5,8.148301759599615,2.213242903899782e-5,830.7728208563989,60,60,60,60,60,221019.54479603472
100,1e-6,0.001,1e-6,326.0486,60,60,60,60,60,559.7479208631564,5.255703426098903e-5,1.1508951687892972e-5,0,1336.9741306427304,60,60,60,60,60,14766927.51915172
100,1e-6,0.001,1e-5,326.0486,60,60,60,60,60,559.5976638197334,5.297994224874972e-5,1.1695334950386386e-5,0,1338.2027761704376,60,60,60,60,60,14776720.107999379
100,1e-6,0.001,1e-4,326.0486,60,60,60,60,60,552.531575286672,5.612091739557443e-5,5.820739595967951e-6,0,1363.722949925468,60,60,60,60,60,15026700.317404194
100,1e-6,0.01,1e-6,326.0486,60,60,60,60,60,258118.17462607383,3.900615709265699e-5,3.3219871808033843,2.240105500534775e-5,830.1492340025953,60,60,60,60,60,222358.57023922302
100,1e-6,0.01,1e-5,326.0486,60,60,60,60,60,3010393.5580318607,3.897167794123956e-5,39.08047224560167,2.2217442857959083e-5,831.0389090921078,60,60,60,60,60,220285.45874323673
100,1e-6,0.01,1e-4,326.0486,60,60,60,60,60,100,1e-6,0.01,1e-4,326.0486,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-6,326.0486,60,60,60,60,60,100,1e-5,1e-4,1e-6,326.0486,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-5,326.0486,60,60,60,60,60,100,1e-5,1e-4,1e-5,326.0486,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-4,326.0486,60,60,60,60,60,100,1e-5,1e-4,1e-4,326.0486,60,60,60,60,60,2e64
100,1e-5,0.001,1e-6,326.0486,60,60,60,60,60,86022.36189709746,3.92683136010238e-5,1.0886966980252424,2.314662616660054e-5,827.9808451931829,60,60,60,60,60,227017.74099192902
100,1e-5,0.001,1e-5,326.0486,60,60,60,60,60,746750.3936768875,3.911627862691945e-5,9.683846545071347,2.2212703482799944e-5,830.1889710165848,60,60,60,60,60,220877.82281345522
100,1e-5,0.001,1e-4,326.0486,60,60,60,60,60,5233.639719567192,9.224476779765174e-5,1.0829061391067049e-4,0.005080248193541762,389.1210982051971,60,60,60,60,60,469522.5677123865
100,1e-5,0.01,1e-6,326.0486,60,60,60,60,60,5233.191160687054,9.212366203458693e-5,1.0828971669212254e-4,0.005071909095286372,389.13794217860107,60,60,60,60,60,469522.5902255532
100,1e-5,0.01,1e-5,326.0486,60,60,60,60,60,5233.263963262155,9.21631241550395e-5,1.0829420449443367e-4,0.005074322837530994,389.13725519855876,60,60,60,60,60,469522.57537478517
100,1e-5,0.01,1e-4,326.0486,60,60,60,60,60,465214.41164411395,3.89507307211031e-5,6.009603061798811,2.2250079694763347e-5,830.6579050549057,60,60,60,60,60,221345.0284113766
100,1e-4,1e-4,1e-6,326.0486,60,60,60,60,60,100,1e-4,1e-4,1e-6,326.0486,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-5,326.0486,60,60,60,60,60,100,1e-4,1e-4,1e-5,326.0486,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-4,326.0486,60,60,60,60,60,100,1e-4,1e-4,1e-4,326.0486,60,60,60,60,60,2e64
100,1e-4,0.001,1e-6,326.0486,60,60,60,60,60,5534.192218659904,0.001478089895500446,1.100938931015952e-4,0.0849174349491088,381.7079243290643,60,60,60,60,60,480515.4821075046
