V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,299.2217,60,60,60,60,60,5047.183901006375,2.0988073804725665e-4,1.402833307630184e-4,0.012710782929576009,352.58935104238486,60,60,60,60,60,504919.7791878156
100,1e-6,1e-4,1e-5,299.2217,60,60,60,60,60,1841.837076700993,0.0013053032993248037,0.02115829568021799,0.2961014132409937,1512.1798750668265,60,60,60,60,60,100289476.61537257
100,1e-6,1e-4,1e-4,299.2217,60,60,60,60,60,4775.3868960003465,5.983466427059505e-5,1.3883153544134115e-4,0.0034643048394710574,358.8737151255135,60,60,60,60,60,485378.4389292237
100,1e-6,0.001,1e-6,299.2217,60,60,60,60,60,562.846634248803,5.897365589341018e-5,3.067850379405683e-5,0,1176.6608381829076,60,60,60,60,60,11013571.7124114
100,1e-6,0.001,1e-5,299.2217,60,60,60,60,60,561.1863098456914,5.9251924927492105e-5,2.9985731428405868e-5,0,1180.2291994370096,60,60,60,60,60,11038633.378756477
100,1e-6,0.001,1e-4,299.2217,60,60,60,60,60,550.3447480120822,6.352893953894363e-5,2.4909518976365397e-5,0,1207.1529776651544,60,60,60,60,60,11225523.309854692
100,1e-6,0.01,1e-6,299.2217,60,60,60,60,60,4393983.543727389,3.220292237753566e-5,50.47693262947364,2.76654290021561e-5,789.7455941496146,60,60,60,60,60,152962.973426933
100,1e-6,0.01,1e-5,299.2217,60,60,60,60,60,919017.9991223799,3.217797673755086e-5,10.5280521212813,2.762038146288923e-5,789.4978725836046,60,60,60,60,60,153306.3154637691
100,1e-6,0.01,1e-4,299.2217,60,60,60,60,60,100,1e-6,0.01,1e-4,299.2217,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-6,299.2217,60,60,60,60,60,5201.036158836167,0.005017808323943733,1.3782444022597727e-4,0.34568480465690427,346.23133754246686,60,60,60,60,60,513200.22415941604
100,1e-5,1e-4,1e-5,299.2217,60,60,60,60,60,100,1e-5,1e-4,1e-5,299.2217,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-4,299.2217,60,60,60,60,60,100,1e-5,1e-4,1e-4,299.2217,60,60,60,60,60,2e64
100,1e-5,0.001,1e-6,299.2217,60,60,60,60,60,3863925.3000850254,3.219838706954453e-5,44.3703939846599,2.7642796902084144e-5,789.6824321513914,60,60,60,60,60,152975.38038769786
100,1e-5,0.001,1e-5,299.2217,60,60,60,60,60,714456.2927566454,3.2155160373246075e-5,8.171703924728053,2.771564549344843e-5,789.4978141276355,60,60,60,60,60,153432.26508744026
100,1e-5,0.001,1e-4,299.2217,60,60,60,60,60,4775.088167014671,5.9813556843480016e-5,1.388367608772995e-4,0.003462749833480541,358.88296194197875,60,60,60,60,60,485378.4347911432
100,1e-5,0.01,1e-6,299.2217,60,60,60,60,60,1427923.9497341553,3.221694539613628e-5,16.387062893367716,2.7693742724597486e-5,789.5741286670113,60,60,60,60,60,153151.14007745788
100,1e-5,0.01,1e-5,299.2217,60,60,60,60,60,4699.9111122397835,5.195048642654402e-5,1.401407129456762e-4,0.0027638690608806416,361.8015578276989,60,60,60,60,60,486335.4719742107
100,1e-5,0.01,1e-4,299.2217,60,60,60,60,60,924096.1320587419,3.223855196397405e-5,10.60042482329348,2.7727504777600677e-5,789.4376034371512,60,60,60,60,60,153303.43951588828
100,1e-4,1e-4,1e-6,299.2217,60,60,60,60,60,100,1e-4,1e-4,1e-6,299.2217,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-5,299.2217,60,60,60,60,60,100,1e-4,1e-4,1e-5,299.2217,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-4,299.2217,60,60,60,60,60,100,1e-4,1e-4,1e-4,299.2217,60,60,60,60,60,2e64
100,1e-4,0.001,1e-6,299.2217,60,60,60,60,60,100,1e-4,0.001,1e-6,299.2217,60,60,60,60,60,2e64
100,1e-4,0.001,1e-5,299.2217,60,60,60,60,60,100,1e-4,0.001,1e-5,299.2217,60,60,60,60,60,2e64
100,1e-4,0.001,1e-4,299.2217,60,60,60,60,60,100,1e-4,0.001,1e-4,299.2217,60,60,60,60,60,2e64
100,1e-4,0.01,1e-6,299.2217,60,60,60,60,60,100,1e-4,0.01,1e-6,299.2217,60,60,60,60,60,2e64
100,1e-4,0.01,1e-5,299.2217,60,60,60,60,60,100,1e-4,0.01,1e-5,299.2217,60,60,60,60,60,2e64
100,1e-4,0.01,1e-4,299.2217,60,60,60,60,60,96500.4816763509,3.220542698354604e-5,1.0812854040646906,2.7926719766811904e-5,787.0862563441818,60,60,60,60,60,156943.6997135252
1000,1e-6,1e-4,1e-6,299.2217,60,60,60,60,60,4775.145806947954,5.982185001792655e-5,1.3883586525789977e-4,0.0034632361274934674,358.88203200195284,60,60,60,60,60,485378.4339907975
1000,1e-6,1e-4,1e-5,299.2217,60,60,60,60,60,4775.142270638168,5.980737087630258e-5,1.3883283783266772e-4,0.0034624266925005567,358.87951908438754,60,60,60,60,60,485378.4353897283
1000,1e-6,1e-4,1e-4,299.2217,60,60,60,60,60,4775.089509897148,5.981415499176016e-5,1.3883953346314175e-4,0.0034622277222322484,358.8867883910653,60,60,60,60,60,485378.4351747294
1000,1e-6,0.001,1e-6,299.2217,60,60,60,60,60,4775.28833560929,5.98888203290594e-5,1.3884259292977827e-4,0.0034672249063988658,358.88687516711093,60,60,60,60,60,485378.4703647473
1000,1e-6,0.001,1e-5,299.2217,60,60,60,60,60,4775.311104203346,5.9914229389237215e-5,1.3884775194128928e-4,0.00346851048720279,358.89146635172983,60,60,60,60,60,485378.50251949683
1000,1e-6,0.001,1e-4,299.2217,60,60,60,60,60,4774.89339655638,5.976935202788702e-5,1.388389301301716e-4,0.0034594397371208716,358.8880619868729,60,60,60,60,60,485378.45444074384
1000,1e-6,0.01,1e-6,299.2217,60,60,60,60,60,4774.975873127401,5.979709554804728e-5,1.3884069508793019e-4,0.003461205791294607,358.88850303013083,60,60,60,60,60,485378.43829078646
