V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
100,1e-6,1e-4,1e-6,331.0396,60,60,60,60,60,2091.8167946753742,0.0011697959067961516,0.018712433037708105,0.3101265684309267,1660.520948228302,60,60,60,60,60,131021519.77670084
100,1e-6,1e-4,1e-5,331.0396,60,60,60,60,60,1935.5179979747472,0.0010453119116158728,0.01883638677360171,0.33902545038267706,1839.259212565113,60,60,60,60,60,133934613.39187849
100,1e-6,1e-4,1e-4,331.0396,60,60,60,60,60,6273.466937658046,0.00121823182010224,1.1312835191451174e-4,0.061195811993324585,376.4246129534977,60,60,60,60,60,479233.6082821733
100,1e-6,0.001,1e-6,331.0396,60,60,60,60,60,559.4102829298793,5.263608426566654e-5,7.875116962151104e-6,0,1356.9250579479628,60,60,60,60,60,17543786.53857603
100,1e-6,0.001,1e-5,331.0396,60,60,60,60,60,558.9483731954964,5.295591879006029e-5,7.727137745576924e-6,0,1358.8917082703372,60,60,60,60,60,17562907.839186892
100,1e-6,0.001,1e-4,331.0396,60,60,60,60,60,551.112032103837,5.550642391144972e-5,2.3525219932643475e-6,0,1402.1838675966105,60,60,60,60,60,18135231.297642343
100,1e-6,0.01,1e-6,331.0396,60,60,60,60,60,807665.3695497472,4.099118291751384e-5,9.258467476234527,2.2759101418974144e-5,805.6609000717322,60,60,60,60,60,229208.37845285787
100,1e-6,0.01,1e-5,331.0396,60,60,60,60,60,4746000.483169225,4.115424702092332e-5,54.693161166256886,2.2751535369200252e-5,805.495080992166,60,60,60,60,60,228499.46719500358
100,1e-6,0.01,1e-4,331.0396,60,60,60,60,60,100,1e-6,0.01,1e-4,331.0396,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-6,331.0396,60,60,60,60,60,100,1e-5,1e-4,1e-6,331.0396,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-5,331.0396,60,60,60,60,60,100,1e-5,1e-4,1e-5,331.0396,60,60,60,60,60,2e64
100,1e-5,1e-4,1e-4,331.0396,60,60,60,60,60,100,1e-5,1e-4,1e-4,331.0396,60,60,60,60,60,2e64
100,1e-5,0.001,1e-6,331.0396,60,60,60,60,60,221917.75529391898,4.104351927129554e-5,2.517452975494859,2.2712496197033435e-5,804.1797513941206,60,60,60,60,60,231515.41624879802
100,1e-5,0.001,1e-5,331.0396,60,60,60,60,60,421048.8702866613,4.102133893571243e-5,4.816005821930951,2.2771479632604337e-5,805.322710577411,60,60,60,60,60,230008.46563128382
100,1e-5,0.001,1e-4,331.0396,60,60,60,60,60,5879.428925619483,9.222328394848655e-5,1.1098113876147535e-4,0.004408235257998658,384.8250665242323,60,60,60,60,60,466943.91857280233
100,1e-5,0.01,1e-6,331.0396,60,60,60,60,60,5879.383837397527,9.219731050594208e-5,1.1097888462620499e-4,0.004406929441321737,384.8248108335484,60,60,60,60,60,466943.92293287604
100,1e-5,0.01,1e-5,331.0396,60,60,60,60,60,5879.083536364966,9.209662119659263e-5,1.1097519999260731e-4,0.004401822051733334,384.8282548458747,60,60,60,60,60,466943.9709009776
100,1e-5,0.01,1e-4,331.0396,60,60,60,60,60,243298.5757993643,4.0991341014719895e-5,2.7669980977485893,2.281630758775741e-5,804.9518107121208,60,60,60,60,60,231226.99480340048
100,1e-4,1e-4,1e-6,331.0396,60,60,60,60,60,100,1e-4,1e-4,1e-6,331.0396,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-5,331.0396,60,60,60,60,60,100,1e-4,1e-4,1e-5,331.0396,60,60,60,60,60,2e64
100,1e-4,1e-4,1e-4,331.0396,60,60,60,60,60,100,1e-4,1e-4,1e-4,331.0396,60,60,60,60,60,2e64
100,1e-4,0.001,1e-6,331.0396,60,60,60,60,60,100,1e-4,0.001,1e-6,331.0396,60,60,60,60,60,2e64
100,1e-4,0.001,1e-5,331.0396,60,60,60,60,60,6277.410994989429,0.001218153984236495,1.1305771146126215e-4,0.06140606711383793,376.21062899721227,60,60,60,60,60,479235.06388539413
100,1e-4,0.001,1e-4,331.0396,60,60,60,60,60,100,1e-4,0.001,1e-4,331.0396,60,60,60,60,60,2e64
100,1e-4,0.01,1e-6,331.0396,60,60,60,60,60,1061817.9153517066,4.1020465952902974e-5,12.191396392702412,2.2771581213082815e-5,805.7204784877152,60,60,60,60,60,229003.11154555308
100,1e-4,0.01,1e-5,331.0396,60,60,60,60,60,100,1e-4,0.01,1e-5,331.0396,60,60,60,60,60,2e64
100,1e-4,0.01,1e-4,331.0396,60,60,60,60,60,100,1e-4,0.01,1e-4,331.0396,60,60,60,60,60,2e64
1000,1e-6,1e-4,1e-6,331.0396,60,60,60,60,60,5879.611200135631,9.22425283439057e-5,1.1097881524483493e-4,0.004409577148660582,384.8183820904214,60,60,60,60,60,466943.91844188096
1000,1e-6,1e-4,1e-5,331.0396,60,60,60,60,60,5879.424241795409,9.222735474193382e-5,1.1098286111449548e-4,0.004408226396908854,384.82708473593834,60,60,60,60,60,466943.9184503116
1000,1e-6,1e-4,1e-4,331.0396,60,60,60,60,60,5879.647999833883,9.230805839668533e-5,1.1098685276226236e-4,0.004412323203602223,384.82492255846,60,60,60,60,60,466943.92722609895
1000,1e-6,0.001,1e-6,331.0396,60,60,60,60,60,5868.141886898453,8.864804906632531e-5,1.1084793277685152e-4,0.004223346640830793,384.97712998981115,60,60,60,60,60,466978.1955007763
1000,1e-6,0.001,1e-5,331.0396,60,60,60,60,60,5871.466712564533,8.836415831565598e-5,1.1070055362108723e-4,0.004223918045420365,384.75484240447486,60,60,60,60,60,466983.7131517213
1000,1e-6,0.001,1e-4,331.0396,60,60,60,60,60,5879.034532047231,9.20635671046522e-5,1.1097423117688037e-4,0.00440034655868345,384.82696584393057,60,60,60,60,60,466943.9973534194
1000,1e-6,0.01,1e-6,331.0396,60,60,60,60,60,5879.400073571105,9.217156834074267e-5,1.1097453005814107e-4,0.0044058958572129395,384.82093469717773,60,60,60,60,60,466943.9309348184
1000,1e-6,0.01,1e-5,331.0396,60,60,60,60,60,5879.704141960802,9.232457511464515e-5,1.1098708612183579e-4,0.004413313539363555,384.82313718704444,60,60,60,60,60,466943.93290303095
1000,1e-6,0.01,1e-4,331.0396,60,60,60,60,60,5879.507471397458,9.228691799962098e-5,1.1098748013289851e-4,0.0044110860075093385,384.82889885691327,60,60,60,60,60,466943.92211131245
1000,1e-5,1e-4,1e-6,331.0396,60,60,60,60,60,5879.3255916636335,9.217190358317784e-5,1.1097804532487465e-4,0.004405737608437262,384.8246679203188,60,60,60,60,60,466943.9303365621
1000,1e-5,1e-4,1e-5,331.0396,60,60,60,60,60,5879.544676054559,9.227260291702554e-5,1.1098478757652402e-4,0.004410630159833215,384.82523976648895,60,60,60,60,60,466943.91930703894
1000,1e-5,1e-4,1e-4,331.0396,60,60,60,60,60,5879.305714487394,9.216300221424903e-5,1.1097757346443985e-4,0.004405306779849353,384.8246463241619,60,60,60,60,60,466943.9336840406
1000,1e-5,0.001,1e-6,331.0396,60,60,60,60,60,5879.259356988315,9.219359435832646e-5,1.109807971651536e-4,0.004406386769612758,384.83040129083724,60,60,60,60,60,466943.92449031776
1000,1e-5,0.001,1e-5,331.0396,60,60,60,60,60,5879.31274742347,9.219605367697443e-5,1.109819394367441e-4,0.004406622278029418,384.8287404448629,60,60,60,60,60,466943.9235362339
1000,1e-5,0.001,1e-4,331.0396,60,60,60,60,60,5879.066753024002,9.215163704535656e-5,1.1098095794822064e-4,0.004403902214900744,384.8361264047742,60,60,60,60,60,466943.9415745895
1000,1e-5,0.01,1e-6,331.0396,60,60,60,60,60,5879.249353199825,9.21733727423838e-5,1.1097884242592125e-4,0.004405453999160127,384.8290089641073,60,60,60,60,60,466943.93028534885
1000,1e-5,0.01,1e-5,331.0396,60,60,60,60,60,5879.2615670087725,9.219794371341834e-5,1.1098357614022124e-4,0.004406566963170701,384.8313758222124,60,60,60,60,60,466943.9236068366
1000,1e-5,0.01,1e-4,331.0396,60,60,60,60,60,5879.191497171203,9.216995227998244e-5,1.1098030281628253e-4,0.004405134454530827,384.8315723335484,60,60,60,60,60,466943.93204619567
1000,1e-4,1e-4,1e-6,331.0396,60,60,60,60,60,5879.52105879915,9.223914517080739e-5,1.1098093950917021e-4,0.004409283554128442,384.8217404754039,60,60,60,60,60,466943.9180005911
1000,1e-4,1e-4,1e-5,331.0396,60,60,60,60,60,5879.5129903854695,9.224256811054734e-5,1.1098168433751253e-4,0.004409402913711508,384.82256146615924,60,60,60,60,60,466943.91781677405
1000,1e-4,1e-4,1e-4,331.0396,60,60,60,60,60,5879.4666954997465,9.222551006822907e-5,1.1098043499345055e-4,0.004408737357864736,384.8216111691775,60,60,60,60,60,466943.91981452523
1000,1e-4,0.001,1e-6,331.0396,60,60,60,60,60,5879.4748015848545,9.221888711248025e-5,1.1097923098130366e-4,0.004408164520465541,384.8224333703261,60,60,60,60,60,466943.9192382233
1000,1e-4,0.001,1e-5,331.0396,60,60,60,60,60,5879.353382208941,9.221279328432907e-5,1.1098154586429598e-4,0.00440753070500242,384.82777766221824,60,60,60,60,60,466943.9200750473
1000,1e-4,0.001,1e-4,331.0396,60,60,60,60,60,5879.5301502200555,9.22771451618501e-5,1.109865218714283e-4,0.004410695081160411,384.82717429338106,60,60,60,60,60,466943.9201645168
1000,1e-4,0.01,1e-6,331.0396,60,60,60,60,60,5879.296168665992,9.218405148421534e-5,1.109794118880115e-4,0.004406072330188854,384.82783260887834,60,60,60,60,60,466943.9266108397
1000,1e-4,0.01,1e-5,331.0396,60,60,60,60,60,5879.268391766063,9.217967223349418e-5,1.1097984700316141e-4,0.00440581039151663,384.82872778020413,60,60,60,60,60,466943.9280435107
1000,1e-4,0.01,1e-4,331.0396,60,60,60,60,60,1000,1e-4,0.01,1e-4,331.0396,60,60,60,60,60,2e64
10000,1e-6,1e-4,1e-6,331.0396,60,60,60,60,60,5879.193521717827,9.213235660421162e-5,1.1097715194556455e-4,0.004403749570577095,384.8264635800372,60,60,60,60,60,466943.94817811897
10000,1e-6,1e-4,1e-5,331.0396,60,60,60,60,60,5879.170023046728,9.212137624337853e-5,1.1097616521445326e-4,0.0044031343840955925,384.8267570711165,60,60,60,60,60,466943.95444164163
10000,1e-6,1e-4,1e-4,331.0396,60,60,60,60,60,5879.073081662505,9.208516980574017e-5,1.109743976735373e-4,0.004401344368326428,384.8273312627154,60,60,60,60,60,466943.97939016414
10000,1e-6,0.001,1e-6,331.0396,60,60,60,60,60,5824.865291272732,8.229334412643234e-5,1.1119933073694017e-4,0.003832004580140172,386.3423689014898,60,60,60,60,60,467295.8315204362
10000,1e-6,0.001,1e-5,331.0396,60,60,60,60,60,5866.46145925447,8.683093470603538e-5,1.1061733000340897e-4,0.004144206093887661,384.8141692161841,60,60,60,60,60,467023.61530569236
10000,1e-6,0.001,1e-4,331.0396,60,60,60,60,60,5852.73912445613,8.432429119020043e-5,1.1069274964344297e-4,0.003998346926200552,385.1920191606225,60,60,60,60,60,467127.0429515805
10000,1e-6,0.01,1e-6,331.0396,60,60,60,60,60,5879.119988294707,9.215745136253275e-5,1.1098160631145527e-4,0.0044044201378303695,384.83374939604886,60,60,60,60,60,466943.93751895253
10000,1e-6,0.01,1e-5,331.0396,60,60,60,60,60,5879.207917662241,9.214778356211792e-5,1.10977440684427e-4,0.00440428815166583,384.8280901442487,60,60,60,60,60,466943.9404998845
10000,1e-6,0.01,1e-4,331.0396,60,60,60,60,60,4455356.622076773,4.11422823872559e-5,51.36656808592861,2.2786148102854984e-5,805.727101009022,60,60,60,60,60,228505.69241906115
10000,1e-5,1e-4,1e-6,331.0396,60,60,60,60,60,5879.353594225751,9.216927992806241e-5,1.1097715425027708e-4,0.0044057723808774134,384.82269845176717,60,60,60,60,60,466943.9315141228
10000,1e-5,1e-4,1e-5,331.0396,60,60,60,60,60,5879.245805474798,9.215259639549758e-5,0.00011097795683906059,0.0044046721318378055,384.82655052877266,60,60,60,60,60,466943.9380767918
10000,1e-5,1e-4,1e-4,331.0396,60,60,60,60,60,5879.717836921062,9.23218179791643e-5,1.1098596475650882e-4,0.004413210745348002,384.82223800897634,60,60,60,60,60,466943.9319095657
10000,1e-5,0.001,1e-6,331.0396,60,60,60,60,60,5879.142071321215,9.215647041663792e-5,1.1097963870762968e-4,0.004404371731165884,384.8327193038076,60,60,60,60,60,466943.9378925905
10000,1e-5,0.001,1e-5,331.0396,60,60,60,60,60,5879.1779372774945,9.216546215936386e-5,1.1098029744247004e-4,0.004404902279263198,384.83179285945965,60,60,60,60,60,466943.93377779564
10000,1e-5,0.001,1e-4,331.0396,60,60,60,60,60,5879.283095350612,9.221068967019174e-5,1.1098462411017446e-4,0.004407218529939335,384.8314336024207,60,60,60,60,60,466943.9210681723
